rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmrasymerr,st_pmdec,st_pmdecsymerr,pl_tranmid,pl_tranmidsymerr,pl_orbper,pl_orbpersymerr,pl_trandurh,pl_trandurhsymerr,pl_trandep,pl_trandepsymerr,pl_rade,pl_radesymerr,pl_insol,pl_insolsymerr,pl_eqt,pl_eqtsymerr,st_tmag,st_tmagsymerr,st_dist,st_distsymerr,st_teff,st_teffsymerr,st_logg,st_loggsymerr,st_rad,st_radsymerr,toi_created,rowupdate,ra_error,dec_error,st_pmra_error,st_pmdec_error,pl_tranmid_error,pl_orbper_error,pl_trandurh_error,pl_trandep_error,pl_rade_error,pl_insol_error,pl_eqt_error,st_tmag_error,st_dist_error,st_teff_error,st_logg_error,st_rad_error
4415,4841.01,4841,453060368,453060368.01,1,PC,09h43m35.34s,145.897267,+00d36m54.1s,0.615029,-28.137,1.0,11.11,1.0,2459271.894843,1,9.6284672,1,3.554,1,17990.0,1,11.9294,1,66.4905,,795.0,,12.7964,1,355.116,1,5388.3,1,4.53,1,0.88,1,2021-12-21 22:31:49,2024-08-22 10:08:01,,,0.088,0.071,0.001697,2.66e-05,0.137,6.79878,0.805713,,,0.016,6.0045,115.4,0.08,0.06
4416,4842.01,4842,131034657,131034657.01,1,PC,07h49m53.17s,117.471528,-38d13m20.11s,-38.222254,-4.598,1.0,8.803,1.0,2459271.888906,1,5.3374045,1,1.849,1,2780.0,1,16.5532,1,104.023,,889.0,,11.8379,1,696.792,1,5064.7,1,,1,3.01,1,2021-12-21 22:31:50,2024-08-22 10:08:01,,,0.046,0.05,0.003125,3.14e-05,0.487,9.39018,,,,0.007,15.8765,96.5,,
4417,4843.01,4843,258051471,258051471.01,1,PC,08h26m46.71s,126.694615,-27d01m29.83s,-27.024954,-11.851,1.0,-0.144,1.0,2459970.499681,1,8.3548746,1,3.253,1,4160.0,1,10.7025,1,205.555,,1054.0,,12.403,1,846.607,1,6643.0,1,4.16,1,1.63,1,2021-12-21 22:31:50,2024-08-22 10:08:01,,,0.038,0.04,0.004135,6.38e-05,0.346,5.59354,0.665824,,,0.009,20.6085,134.6,0.09,0.08
4418,4844.01,4844,143994382,143994382.01,1,PC,07h56m41.94s,119.174735,-42d57m47.06s,-42.963073,-3.933,1.0,8.491,1.0,2459991.385346,1,4.5425274,1,2.92,1,8670.0,1,11.925,1,818.029,,1489.0,,12.5368,1,686.445,1,7333.0,1,4.45,1,1.28,1,2021-12-21 22:31:51,2024-08-22 10:08:01,,,0.042,0.044,0.00193,3.24e-05,0.408,15.4135,0.721488,,,0.006,11.66,139.0,0.08,0.05
4419,4845.01,4845,26305150,26305150.01,1,PC,10h15m38.51s,153.910453,-09d19m28.87s,-9.324686,-7.323,1.0,-10.603,1.0,2459992.31448,1,4.21909,1,4.9314032,1,3393.7752478,1,12.0136223,1,1222.564355,,1508.1261899,,12.749,1,850.137,1,5367.0,1,3.79,1,2.02385,1,2021-12-21 22:31:51,2023-10-02 16:02:02,,,0.047,0.053,0.004447,0.0014657,0.3391783,208.31734,1.5508232,,,0.008,33.296,126.9,0.09,0.136583
4420,4846.01,4846,418971787,418971787.01,1,FP,08h01m59.36s,120.497337,-35d03m40.73s,-35.061315,7.589,1.0,1.303,1.0,2459277.893321,1,1.0638184,1,3.191,1,3220.0,1,4.08617,1,4267.44,,2251.0,,13.0246,1,282.469,1,4963.0,1,4.63,1,0.73,1,2021-12-21 22:31:51,2024-08-22 10:08:01,,,0.027,0.029,0.00372,7.1e-06,0.39,4.79803,,,,0.006,1.3195,122.0,,
4421,4847.01,4847,186541435,186541435.01,1,PC,08h51m14.35s,132.809802,-31d54m53.08s,-31.914744,-3.365,1.0,4.235,1.0,2459271.910973,1,7.0465721,1,2.322,1,4760.0,1,,1,27.9177,,640.0,,12.3056,1,,1,4332.6,1,,1,,1,2021-12-21 22:31:52,2024-08-22 10:08:01,,,2.109,2.109,0.00436,5.47e-05,0.395,9.91938,,,,0.006,,93.0,,
4422,4848.01,4848,134596619,134596619.01,1,PC,08h09m58.52s,122.493817,-37d04m22.85s,-37.073013,-3.081,1.0,5.271,1.0,2459966.239964,1,3.7235407,1,2.1053503,1,8088.7861019,1,18.0478848,1,2131.4870511,,1732.9675246,,13.0971,1,1097.3,1,7492.0,1,4.29,1,1.54879,1,2021-12-21 22:31:52,2024-09-06 10:08:02,,,0.027,0.032,0.003438,0.0004931,0.2498524,1072.0703,14.271755,,,0.007,19.685,122.0,,
4423,4849.01,4849,132534906,132534906.01,1,FP,07h59m05.26s,119.771898,-37d54m02.33s,-37.900646,1.578,1.0,20.622,1.0,2459277.978622,1,3.0617364,1,1.947,1,6620.0,1,8.08218,1,583.235,,1369.0,,12.5874,1,483.182,1,6783.0,1,4.62,1,0.98,1,2021-12-21 22:31:53,2024-08-22 10:08:01,,,0.032,0.037,0.002972,1.97e-05,0.256,15.85,0.549472,,,0.006,5.009,131.6,0.09,0.04
4424,485.01,485,427352241,427352241.01,1,FP,05h34m29.52s,83.622986,-04d24m54.16s,-4.415044,-13.311,1.0,-30.295,1.0,2459198.437811,1,1.2667147,1,1.712,1,1870.0,1,8.31491,1,3265.32,,2105.0,,9.9955,1,282.205,1,6084.0,1,4.28965,1,1.87,1,2019-02-22 14:51:24,2021-10-29 12:59:15,,,0.082,0.071,0.000929,2.6e-06,0.475,12.3444,0.803332,,,0.031,3.579,193.0,2.00468,0.08
4425,4850.01,4850,332705008,332705008.01,1,PC,10h00m45.4s,150.189168,-14d50m04.89s,-14.834691,-15.948,1.0,-10.624,1.0,2459269.733623,1,7.6778159,1,3.492,1,6370.0,1,17.73,1,680.523,,1422.0,,12.8901,1,643.481,1,5938.0,1,4.32,1,1.19,1,2021-12-21 22:31:53,2024-08-22 10:08:01,,,0.045,0.045,0.004799,0.0012407,0.368,2713.25,6.88543,,,0.008,12.0355,126.9,0.08,0.06
4426,4851.01,4851,60377863,60377863.01,1,PC,07h28m55.03s,112.229289,-44d08m23.18s,-44.139772,-16.087,1.0,81.461,1.0,2459278.824612,1,21.6091483,1,6.112,1,320.0,1,2.134,1,103.508,,888.0,,9.4051,1,125.772,1,5967.0,1,4.36,1,1.15,1,2021-12-21 22:31:54,2024-08-22 10:08:01,,,0.052,0.047,0.006183,0.0004237,1.415,1.19731,0.170092,,,0.006,0.4755,133.0,0.08,0.05
4427,4852.01,4852,74712191,74712191.01,1,PC,09h11m10.83s,137.795138,-42d31m05.04s,-42.518066,-15.257,1.0,3.23,1.0,2459304.797295,1,7.2307407,1,4.646,1,7940.0,1,13.364,1,1009.89,,1570.0,,11.8422,1,603.347,1,7747.0,1,4.39,1,1.43,1,2021-12-21 22:33:21,2024-08-22 10:08:01,,,0.046,0.049,0.001142,1.45e-05,0.325,1.93488,0.498144,,,0.007,10.71,135.2,0.08,0.05
4428,4853.01,4853,74530173,74530173.01,1,PC,09h10m31.63s,137.631803,-43d44m36.81s,-43.743559,-18.666,1.0,5.546,1.0,2459303.196658,1,7.2333744,1,1.118,1,10550.0,1,9.46193,1,14.6012,,544.0,,13.2181,1,428.288,1,5508.0,1,4.53,1,0.89,1,2021-12-21 22:33:21,2024-08-22 10:08:01,,,0.034,0.033,0.002876,3.61e-05,0.212,41.7278,,,,0.006,4.073,122.0,,
4429,4854.01,4854,70780410,70780410.01,1,PC,10h07m37.53s,151.906378,-31d46m08.23s,-31.768952,-18.951,1.0,-6.353,1.0,2459991.881756,1,3.9230475,1,2.559,1,4600.0,1,9.13123,1,336.151,,1192.0,,13.2372,1,722.239,1,5620.0,1,4.23,1,1.28,1,2021-12-21 22:33:22,2024-08-22 10:08:01,,,0.034,0.04,0.00284,3.06e-05,0.541,13.353,,,,0.011,12.685,122.0,,
4430,4855.01,4855,44514807,44514807.01,1,PC,09h42m45.92s,145.691325,-39d47m12.4s,-39.786778,-7.519,1.0,5.087,1.0,2459290.955895,1,7.5872202,1,1.826,1,4260.0,1,16.4426,1,76.4611,,823.0,,12.9514,1,1198.79,1,6419.0,1,3.86,1,2.21,1,2021-12-21 22:33:22,2024-08-22 10:08:01,,,0.032,0.038,0.003468,5.2e-05,0.422,19.2696,1.36529,,,0.006,34.445,131.5,0.09,0.11
4431,4856.01,4856,428685938,428685938.01,1,FP,12h00m55.54s,180.231429,-23d38m04.39s,-23.634554,-60.995,1.0,38.976,1.0,2460022.855249,1,14.4896397,1,1.898,1,40070.0,1,7.558,1,1.21746,,292.0,,14.379,1,119.474,1,3376.0,1,4.87,1,0.35,1,2021-12-21 22:33:22,2024-08-22 10:08:01,,,0.121,0.059,0.001596,0.003506,0.247,94.9383,0.446523,,,0.007,0.9925,157.0,,0.01
4432,4857.01,4857,35972578,35972578.01,1,PC,09h56m58.18s,149.242428,-43d23m04.93s,-43.384703,-10.011,1.0,-14.029,1.0,2459304.811948,1,1.8881146,1,2.761,1,9030.0,1,13.7957,1,2630.38,,1995.0,,13.1051,1,849.5,1,6309.0,1,4.23,1,1.42,1,2021-12-21 22:33:23,2024-08-22 10:08:01,,,0.028,0.034,0.001677,6.1e-06,0.377,6.73859,,,,0.006,13.8315,122.0,,
4433,4858.01,4858,262499797,262499797.01,1,FP,07h19m31.23s,109.880143,-55d43m42.32s,-55.728421,54.385,1.0,-92.48,1.0,2459963.283806,1,1.7509117,1,1.4130673,1,70067.1013669,1,16.6835695,1,46.5314175,,666.1259003,,14.8083,1,193.977,1,3333.0,1,4.79,1,0.443812,1,2021-12-21 22:33:23,2025-02-06 12:03:34,,,0.124,0.092,0.000337,5.1e-06,0.0401343,1786.6484,12.343045,,,0.008,2.033,157.0,0.01,0.0137555
4434,4859.01,4859,152467154,152467154.01,1,PC,11h27m11.67s,171.798638,-36d04m13.85s,-36.070515,-36.886,1.0,-21.174,1.0,2459291.242923,1,7.1878971,1,3.321,1,11430.0,1,18.372,1,287.355,,1147.0,,13.1012,1,434.224,1,5144.9,1,4.4,1,0.97,1,2021-12-21 22:33:24,2024-08-22 10:08:01,,,0.029,0.023,0.002488,3.5e-05,0.265,4640.65,,,,0.006,4.4815,71.0,,
4435,486.01,486,260708537,260708537.01,1,CP,06h33m49.17s,98.454881,-58d31m30.12s,-58.525032,-404.351,1.0,795.85,1.0,2460204.281897,1,1.7447031,1,1.066,1,160.0,1,0.591815,1,107.262,,896.0,,9.36854,1,15.2142,1,3445.0,1,4.85243,1,0.43,1,2019-05-07 17:42:40,2025-04-21 12:03:49,,,0.069,0.068,0.001827,3e-06,0.32,15.8749,0.0344566,,,0.007,0.00715,87.0,0.061474,0.01
4436,4860.01,4860,335590096,335590096.01,1,CP,12h14m15.35s,183.563961,-13d10m29.43s,-13.174841,-177.244,1.0,-5.516,1.0,2459304.245613,1,1.5229985,1,1.196,1,58060.0,1,8.99483,1,37.1159,,687.0,,13.7726,1,80.1423,1,3237.0,1,4.87,1,0.35,1,2021-12-21 22:33:24,2024-08-22 10:08:01,,,0.211,0.165,0.000587,7.04e-05,0.156,104.313,0.485033,,,0.008,0.643,157.0,,0.01
4437,4861.01,4861,71341774,71341774.01,1,PC,10h19m00.32s,154.751315,-35d41m02.01s,-35.683893,-5.189,1.0,3.053,1.0,2459299.868636,1,3.4321678,1,5.115,1,1950.0,1,9.36413,1,2393.6,,1948.0,,12.3349,1,946.232,1,6176.0,1,3.82,1,2.22,1,2021-12-21 22:33:24,2024-08-22 10:08:01,,,0.051,0.072,0.005668,3.6e-05,0.566,3.35698,0.707453,,,0.006,32.565,134.0,0.09,0.13
4438,4862.01,4862,322807371,322807371.01,1,CP,11h34m51.57s,173.714867,-24d36m19.73s,-24.60548,23.791,1.0,-49.468,1.0,2459287.603184,1,,1,5.513,1,10056.0,1,9.93012,1,172.857,,1010.0,,11.6707,1,238.377,1,5427.9,1,4.49,1,0.91,1,2021-12-21 22:33:25,2024-08-22 10:08:01,,,0.063,0.04,0.002498,,0.78,10.32,0.653946,,,0.006,2.4135,123.3,0.08,0.05
4439,4863.01,4863,143032776,143032776.01,1,PC,11h09m01.26s,167.255241,-10d11m17.92s,-10.188311,-56.414,1.0,8.383,1.0,2459289.281849,1,12.4856615,1,2.538,1,67270.0,1,12.2535,1,3.28873,,375.0,,14.667,1,184.734,1,3473.0,1,4.78,1,0.45,1,2021-12-21 22:33:25,2024-08-22 10:08:01,,,0.125,0.089,0.002367,0.0028788,0.452,234.202,0.848755,,,0.008,2.7565,157.0,0.01,0.01
4440,4864.01,4864,48274889,48274889.01,1,PC,09h52m15.56s,148.064823,-33d02m41.87s,-33.044965,8.389,1.0,-6.881,1.0,2459990.592951,1,5.2410982,1,1.188,1,5660.0,1,9.54095,1,53.3051,,752.0,,13.0585,1,672.022,1,6119.0,1,4.4,1,1.12,1,2021-12-21 22:33:26,2024-08-22 10:08:01,,,0.027,0.036,0.002314,2.23e-05,0.248,22.9389,,,,0.006,8.988,123.0,,
4441,4865.01,4865,143059017,143059017.01,1,APC,11h11m36.77s,167.903229,-08d41m39.48s,-8.694301,23.301,1.0,-18.989,1.0,2459303.401989,1,1.2655205,1,1.344,1,6380.0,1,11.3966,1,583.776,,1369.0,,13.4804,1,803.063,1,5243.0,1,4.1,1,1.41,1,2021-12-21 22:33:26,2024-08-22 10:08:01,,,0.083,0.059,0.00359,0.0004639,0.259,27.6845,,,,0.007,32.2745,122.0,,
4442,4866.01,4866,35758536,35758536.01,1,PC,09h55m49.78s,148.957422,-43d02m55.92s,-43.048866,-16.535,1.0,6.162,1.0,2459302.162367,1,4.1059615,1,3.688,1,5250.0,1,9.32533,1,1015.01,,1572.0,,13.157,1,839.783,1,6524.0,1,4.32,1,1.32,1,2021-12-21 22:33:27,2024-08-22 10:08:01,,,0.024,0.026,0.004469,3.32e-05,0.405,8.37075,,,,0.006,12.012,122.0,,
4443,4867.01,4867,74484423,74484423.01,1,PC,09h09m54.16s,137.475656,-43d22m00.65s,-43.366847,-15.414,1.0,12.824,1.0,2459992.374372,1,2.835273,1,4.249,1,3370.0,1,11.2429,1,5246.76,,2371.0,,12.959,1,948.787,1,6996.0,1,4.1,1,1.83,1,2021-12-21 22:33:27,2024-08-22 10:08:01,,,0.024,0.026,0.005993,2.1e-05,0.881,5.28099,0.656232,,,0.007,14.5805,138.5,0.08,0.08
4444,4868.01,4868,362370757,362370757.01,1,PC,09h40m45.44s,145.189317,-49d48m56.4s,-49.815667,-8.341,1.0,5.657,1.0,2460014.699711,1,3.5164369,1,3.119,1,6640.0,1,22.1885,1,227.514,,1081.0,,12.8007,1,,1,4395.0,1,,1,2.57,1,2021-12-21 22:33:27,2024-08-22 10:08:01,,,2.935,2.935,0.003219,2.46e-05,0.608,15.2363,1.74868,,,0.006,,134.8,,0.16
4445,4869.01,4869,71221700,71221700.01,1,PC,10h16m11.67s,154.048644,-29d58m34.86s,-29.976349,,,,,2460016.892261,1,3.0978928,1,1.17,1,2740.0,1,,1,133.067,,946.0,,12.3918,1,536.765,1,5962.0,1,,1,,1,2021-12-21 22:33:28,2024-08-22 10:08:01,,,,,0.001527,1.72e-05,0.223,10.5312,,,,0.01,,442.3,,
4446,487.01,487,31852980,31852980.01,1,PC,03h30m09.73s,52.540546,-70d23m58.5s,-70.399584,,,,,2460131.494781,1,24.3321784,1,5.219,1,520.0,1,2.727569,1,32.6779,,666.0,,9.8542,1,,1,5450.0,1,4.40968,1,1.0083,1,2019-05-07 17:42:35,2023-10-16 16:02:02,,,,,0.004476,9.62e-05,0.813,24.6481,2.738268,,,0.007,,185.0,2.00408,1.0083
4447,487.02,487,31852980,31852980.02,2,PC,03h30m09.73s,52.540546,-70d23m58.5s,-70.399584,,,,,2460195.585106,1,7.4144849,1,3.493,1,392.0,1,,1,220.138,,1073.0,,9.8542,1,,1,5450.0,1,4.40968,1,,1,2019-05-07 17:42:35,2023-11-16 16:02:02,,,,,0.003674,2.53e-05,1.015,20.0341,,,,0.007,,185.0,2.00408,
4448,4870.01,4870,446135868,446135868.01,1,PC,09h49m43.14s,147.429759,-48d06m42.35s,-48.111763,-24.055,1.0,23.033,1.0,2459990.185813,1,1.8119168,1,2.618,1,5510.0,1,8.20112,1,2335.94,,1936.0,,13.353,1,643.517,1,6146.0,1,4.54,1,0.96,1,2021-12-21 22:33:28,2025-07-09 16:00:02,,,0.037,0.037,0.003277,1.64e-05,0.583,20.11,,,,0.006,9.049,122.0,,
4449,4871.01,4871,168158622,168158622.01,1,PC,10h12m42.79s,153.17829,-29d10m07.76s,-29.168821,-6.595,1.0,5.841,1.0,2459988.602324,1,1.7687528,1,1.471,1,4140.0,1,19.8865,1,3371.36,,2122.0,,12.7595,1,853.761,1,6176.0,1,4.12,1,1.56,1,2021-12-21 22:33:28,2024-08-22 10:08:01,,,0.069,0.059,0.003768,7.7e-06,0.218,2232.75,8.20769,,,0.008,27.1295,134.5,0.09,0.09
4450,4872.01,4872,310822679,310822679.01,1,PC,10h11m38.78s,152.911589,-48d12m21.29s,-48.205913,-7.473,1.0,3.439,1.0,2459302.453868,1,1.7125104,1,3.465,1,1810.0,1,9.77984,1,12427.4,,2941.0,,12.6425,1,1670.56,1,7938.0,1,3.92,1,2.52,1,2021-12-21 22:33:29,2024-08-22 10:08:01,,,0.038,0.037,0.005714,2.38e-05,0.581,4.61637,0.779756,,,0.006,68.065,146.0,0.08,0.13
4451,4873.01,4873,228694725,228694725.01,1,APC,12h56m06.53s,194.027192,-26d12m15.27s,-26.204243,-24.526,1.0,-5.613,1.0,2459331.381252,1,0.8313018,1,1.181,1,1770.0,1,6.57285,1,1906.13,,1840.0,,12.6116,1,516.417,1,5983.0,1,4.4,1,1.1,1,2021-12-21 22:36:41,2025-04-11 12:03:11,,,0.045,0.036,0.001808,2.7e-06,0.173,7.9232,0.477274,,,0.008,7.721,132.1,0.08,0.06
4452,4874.01,4874,463754499,463754499.01,1,PC,10h19m05.69s,154.773709,-58d46m29.53s,-58.77487,-4.964,1.0,1.163,1.0,2459331.968016,1,2.2866856,1,2.881,1,3720.0,1,14.738,1,5350.8,,2382.0,,13.1088,1,1605.92,1,8277.0,1,3.98,1,2.41,1,2021-12-21 22:36:41,2024-08-22 10:08:01,,,0.033,0.039,0.004275,2.3e-05,0.374,8.30687,,,,0.011,51.76,122.0,,
4453,4875.01,4875,133512515,133512515.01,1,PC,10h00m05.34s,150.022254,-53d27m39.37s,-53.460937,-21.164,1.0,10.976,1.0,2459330.737173,1,9.7929019,1,3.362,1,6100.0,1,10.6608,1,127.221,,935.0,,12.5502,1,651.686,1,6322.0,1,4.28,1,1.33,1,2021-12-21 22:36:42,2024-08-22 10:08:01,,,0.038,0.038,0.003423,8.2e-05,0.34,11.8526,0.718737,,,0.006,10.6665,138.7,0.09,0.06
4454,4876.01,4876,458300989,458300989.01,1,PC,10h38m37.8s,159.657502,-56d35m35.54s,-56.593205,-12.033,1.0,13.504,1.0,2459328.149645,1,4.1379542,1,4.739,1,2610.0,1,,1,,,,,12.5386,1,810.688,1,,1,,1,,1,2021-12-21 22:36:42,2024-08-22 10:08:01,,,1.186,1.185,0.007209,0.0001625,0.774,10.4599,,,,0.014,,,,
4455,4877.01,4877,447054140,447054140.01,1,PC,10h26m38.97s,156.66238,-52d14m13.02s,-52.23695,-14.404,1.0,4.465,1.0,2459330.373409,1,5.2220526,1,4.243,1,4850.0,1,12.0807,1,896.671,,1524.0,,12.2316,1,713.47,1,6718.0,1,4.15,1,1.67,1,2021-12-21 22:36:43,2024-08-22 10:08:01,,,0.047,0.047,0.001743,1.7e-05,0.217,1.37701,0.581877,,,0.006,14.5485,134.4,0.09,0.07
4456,4878.01,4878,144155193,144155193.01,1,PC,12h34m10.63s,188.544304,-41d50m14.24s,-41.837289,-2.148,1.0,-3.501,1.0,2459330.771658,1,4.728422,1,1.398,1,10770.0,1,13.0542,1,59.5611,,773.0,,13.4358,1,720.203,1,5655.8,1,4.29,1,1.18,1,2021-12-21 22:36:43,2024-08-22 10:08:01,,,0.052,0.084,0.002646,2.18e-05,0.238,32.9681,,,,0.006,21.885,90.5,,
4457,4879.01,4879,45465399,45465399.01,1,PC,08h42m34.56s,130.643983,-59d37m11.84s,-59.619955,-5.358,1.0,5.652,1.0,2459325.008186,1,5.3763108,1,2.339,1,4040.0,1,9.71605,1,242.224,,1099.0,,13.3342,1,1071.24,1,6543.0,1,4.2,1,1.53,1,2021-12-21 22:36:43,2024-08-22 10:08:01,,,0.063,0.061,0.004756,4.54e-05,0.327,9.8604,,,,0.006,36.41,122.0,,
4458,488.01,488,452866790,452866790.01,1,CP,08h02m22.47s,120.593607,+03d20m13.79s,3.337163,-403.168,1.0,-381.015,1.0,2458492.205829,1,1.1979996,1,0.9682003,1,1150.3177297,1,1.2107339,1,58.2602237,,704.6326883,,11.1972,1,27.3644,1,3332.0,1,4.91528,1,0.354529,1,2019-03-14 21:38:48,2024-02-15 10:08:02,,,0.086,0.048,0.000661,6.3e-06,0.3064512,93.331795,1.1058786,,,0.007,0.0376,63.0,0.142281,0.0107089
4459,4880.01,4880,245099574,245099574.01,1,PC,13h12m01.03s,198.004287,-53d26m57.74s,-53.449373,9.727,1.0,-3.456,1.0,2459329.598741,1,3.4717583,1,3.494,1,11480.0,1,15.0586,1,1172.33,,1630.0,,12.8382,1,717.786,1,6549.0,1,4.26,1,1.43,1,2021-12-21 22:36:44,2025-07-22 12:04:25,,,0.053,0.054,0.003243,0.0009423,0.245,9.97107,0.858916,,,0.007,13.859,133.8,0.09,0.07
4460,4881.01,4881,359735804,359735804.01,1,PC,09h23m35.44s,140.897667,-61d52m48.96s,-61.880266,3.327,1.0,-3.345,1.0,2460015.729632,1,4.4158835,1,4.663,1,3250.0,1,11.2662,1,647.404,,1405.0,,13.2953,1,977.09,1,5306.0,1,3.78,1,2.03,1,2021-12-21 22:36:44,2024-08-22 10:08:01,,,0.038,0.03,0.006125,4.47e-05,0.53,6.09072,,,,0.006,15.3075,122.0,,
4461,4882.01,4882,458331312,458331312.01,1,PC,10h38m11.23s,159.546802,-54d34m44.61s,-54.579059,-22.062,1.0,8.013,1.0,2459329.594358,1,4.4360402,1,2.438,1,7040.0,1,11.7883,1,410.649,,1254.0,,11.2673,1,408.748,1,6633.0,1,4.29,1,1.39,1,2021-12-21 22:36:44,2024-08-22 10:08:01,,,0.05,0.04,0.001239,1.88e-05,0.269,6.4873,0.65443,,,0.006,4.814,132.4,0.09,0.06
4462,4883.01,4883,446463666,446463666.01,1,PC,10h22m55.57s,155.731521,-50d10m38.76s,-50.177433,-13.236,1.0,5.468,1.0,2459328.308088,1,4.4967355,1,4.218,1,6290.0,1,10.7052,1,1127.24,,1614.0,,12.9582,1,907.699,1,6534.0,1,4.2,1,1.53,1,2021-12-21 22:36:45,2024-08-22 10:08:01,,,0.031,0.03,0.003992,3.01e-05,0.468,6.11283,0.641647,,,0.006,17.035,135.4,0.08,0.07
4463,4884.01,4884,80681136,80681136.01,1,PC,11h03m33.26s,165.888577,-51d27m33.25s,-51.459236,-8.539,1.0,4.815,1.0,2460015.656298,1,1.5300843,1,3.1055945,1,4193.6457,1,,1,1479.3430207,,1581.7468249,,13.351,1,1102.0,1,5951.0,1,,1,,1,2021-12-21 22:36:45,2024-09-08 10:08:02,,,3.06,3.059,0.003153,0.0001635,0.3937829,294.72925,,,,0.007,,710.7,,
4464,4885.01,4885,72504752,72504752.01,1,PC,12h30m51.1s,187.712917,-44d37m06.56s,-44.618489,-1.142,1.0,17.194,1.0,2459321.242029,1,6.9392854,1,5.859,1,14590.0,1,,1,,,,,13.3328,1,691.779,1,,1,,1,,1,2021-12-21 22:36:46,2024-08-22 10:08:01,,,4.554,4.554,0.002717,3.63e-05,0.263,6.61952,,,,0.008,,,,
4465,4886.01,4886,457743020,457743020.01,1,FP,10h33m02.79s,158.261633,-57d16m53.42s,-57.281506,-12.973,1.0,3.519,1.0,2459327.581873,1,3.251249,1,2.123,1,12040.0,1,19.6899,1,706.995,,1436.0,,12.9004,1,997.825,1,6951.0,1,4.18,1,1.66,1,2021-12-21 22:36:46,2025-04-30 12:03:16,,,0.029,0.03,0.001069,8.9e-06,0.293,16.1091,1.12885,,,0.007,17.9015,136.5,0.09,0.07
4466,4887.01,4887,274911400,274911400.01,1,PC,09h58m12.7s,149.552915,-58d56m51.15s,-58.947542,-21.822,1.0,14.711,1.0,2459325.946083,1,5.1873583,1,5.228,1,3850.0,1,12.2426,1,2667.28,,2002.0,,12.6039,1,983.925,1,7868.0,1,4.13,1,1.96,1,2021-12-21 22:36:46,2024-08-22 10:08:01,,,0.037,0.033,0.006047,6e-05,0.507,7.70398,0.729194,,,0.008,19.206,146.4,0.08,0.07
4467,4888.01,4888,309292963,309292963.01,1,PC,08h17m21.08s,124.337853,-60d01m51.51s,-60.030976,-4.98,1.0,7.402,1.0,2459319.759823,1,9.4185437,1,4.259,1,2670.0,1,8.08768,1,223.026,,1076.0,,12.0728,1,595.898,1,6243.0,1,4.12,1,1.58,1,2021-12-21 22:36:47,2024-08-22 10:08:01,,,0.053,0.047,0.005742,0.0001015,0.504,3.70336,0.504643,,,0.006,9.0255,127.9,0.09,0.07
4468,4889.01,4889,441936163,441936163.01,1,PC,09h43m10s,145.791652,-56d25m18.32s,-56.421755,,,,,2460041.259254,1,1.895234,1,0.868,1,2470.0,1,,1,24.4753,,619.0,,12.6063,1,,1,3525.0,1,,1,,1,2021-12-21 22:36:47,2024-08-22 10:08:01,,,,,0.002481,6.7e-06,0.217,33.1743,,,,0.006,,85.4,,
4469,489.01,489,455096220,455096220.01,1,KP,08h13m00.17s,123.250703,+04d47m13.3s,4.787029,-9.57,1.0,-7.348,1.0,2459250.846246,1,3.6466612,1,3.9225178,1,8994.5736642,1,13.2844134,1,999.6687505,,1434.1143407,,11.8997,1,506.965,1,6096.0,1,4.21513,1,1.35672,1,2019-03-14 21:38:48,2021-12-01 16:02:01,,,0.081,0.052,0.000795,4e-06,0.0591364,117.6988,0.6727048,,,0.006,12.872,,,0.0661156
4470,4890.01,4890,92004082,92004082.01,1,PC,11h28m15.79s,172.065775,-49d40m04.31s,-49.667865,-15.449,1.0,2.357,1.0,2460017.41864,1,3.0471275,1,3.2974347,1,8595.2872607,1,15.718004,1,2283.1479477,,1763.0038602,,11.6042,1,575.512,1,6823.0,1,4.19,1,1.60466,1,2021-12-21 22:36:48,2025-07-09 10:08:02,,,0.046,0.045,0.000731,7.4e-05,0.0489049,117.63547,0.729737,,,0.006,10.093,131.9,0.09,0.0722186
4471,4891.01,4891,458199018,458199018.01,1,PC,10h37m35.25s,159.396893,-56d44m36.65s,-56.743513,-2.904,1.0,1.373,1.0,2460016.760002,1,2.4498012,1,3.9189168,1,12322.1183044,1,,1,789.7959563,,1352.0678187,,12.8844,1,1393.25,1,,1,,1,,1,2021-12-21 22:36:48,2024-01-18 10:08:02,,,2.958,2.958,0.00192,0.0001674,0.1403153,329.02243,,,,0.008,,,,
4472,4892.01,4892,6010784,6010784.01,1,PC,12h55m46.24s,193.942675,-18d44m11.18s,-18.736439,-8.396,1.0,8.277,1.0,2459323.755016,1,4.516649,1,3.654,1,6110.0,1,11.1801,1,509.073,,1323.0,,13.2078,1,849.685,1,5850.0,1,4.17,1,1.4,1,2021-12-21 22:36:48,2024-08-22 10:08:01,,,0.065,0.061,0.003878,3.44e-05,0.336,8.54266,,,,0.008,26.4825,122.0,,
4473,4893.01,4893,441234277,441234277.01,1,PC,09h41m01.71s,145.257124,-57d22m44.49s,-57.379026,-9.255,1.0,-0.064,1.0,2460021.337816,1,7.3262605,1,1.786,1,12150.0,1,,1,24.4878,,619.0,,12.6087,1,,1,4884.2,1,,1,,1,2021-12-21 22:36:49,2025-07-09 10:08:02,,,3.004,3.004,0.001784,2.65e-05,0.313,30.4314,,,,0.006,,190.9,,
