rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmrasymerr,st_pmdec,st_pmdecsymerr,pl_tranmid,pl_tranmidsymerr,pl_orbper,pl_orbpersymerr,pl_trandurh,pl_trandurhsymerr,pl_trandep,pl_trandepsymerr,pl_rade,pl_radesymerr,pl_insol,pl_insolsymerr,pl_eqt,pl_eqtsymerr,st_tmag,st_tmagsymerr,st_dist,st_distsymerr,st_teff,st_teffsymerr,st_logg,st_loggsymerr,st_rad,st_radsymerr,toi_created,rowupdate,ra_error,dec_error,st_pmra_error,st_pmdec_error,pl_tranmid_error,pl_orbper_error,pl_trandurh_error,pl_trandep_error,pl_rade_error,pl_insol_error,pl_eqt_error,st_tmag_error,st_dist_error,st_teff_error,st_logg_error,st_rad_error
4357,4789.01,4789,134221850,134221850.01,1,PC,07h06m59.26s,106.746934,-44d59m11.86s,-44.986628,0.723,1.0,15.373,1.0,2459251.273628,1,7.5002702,1,2.487,1,8750.0,1,11.2467,1,72.4941,,812.0,,13.1637,1,626.811,1,5644.0,1,4.32,1,1.14,1,2021-12-21 00:46:30,2024-08-22 10:08:01,,,0.027,0.025,0.002371,3.66e-05,0.252,9.66785,,,,0.006,5.6625,122.0,,
4358,479.01,479,306362738,306362738.01,1,KP,06h04m21.53s,91.089719,-16d57m55.4s,-16.96539,54.769,1.0,-19.061,1.0,2459221.888774,1,2.7817379,1,2.1508237,1,12808.3940801,1,12.6841023,1,615.4708822,,1270.3448387,,10.8164,1,194.553,1,5600.0,1,4.4291,1,1.02095,1,2019-02-27 22:16:31,2021-10-29 12:59:15,,,0.05,0.056,0.000215,1e-06,0.0164589,80.18528,0.6069252,,,0.006,1.196,,,0.0485654
4359,4790.01,4790,452903647,452903647.01,1,APC,08h05m20.35s,121.334804,+04d26m28.37s,4.441215,3.317,1.0,-7.325,1.0,2459964.406443,1,1.6102435,1,2.3258711,1,5442.4785934,1,16.8320485,1,3426.3435462,,1951.3154178,,13.1561,1,954.883,1,6080.2,1,4.15,1,1.48651,1,2021-12-21 00:46:31,2024-09-07 10:08:02,,,0.072,0.037,0.004092,0.000483,0.3088379,637.7822,30.649446,,,0.007,40.178,29.5,,
4360,4791.01,4791,100389539,100389539.01,1,CP,07h17m33.21s,109.388382,-19d49m44.18s,-19.828939,-14.285,1.0,6.141,1.0,2459246.158055,1,4.2809767,1,3.145,1,7520.0,1,13.0113,1,445.261,,1279.0,,10.8961,1,328.802,1,5964.0,1,4.13,1,1.49,1,2021-12-21 00:46:31,2024-08-22 10:08:01,,,0.048,0.048,0.001055,0.0001609,0.188,2.402,0.672296,,,0.006,3.656,130.5,0.08,0.07
4361,4792.01,4792,265350422,265350422.01,1,APC,08h54m20.74s,133.586405,+01d34m31.81s,1.575503,-21.66,1.0,0.105,1.0,2459235.815084,1,8.4481666,1,1.255,1,7405.0,1,10.2494,1,22.9265,,609.0,,11.0783,1,243.539,1,5826.1,1,4.42,1,1.05,1,2021-12-21 00:46:32,2024-08-22 10:08:01,,,0.076,0.049,0.000999,1.88e-05,0.281,16.8564,0.732487,,,0.006,2.641,136.1,0.08,0.06
4362,4793.01,4793,65949719,65949719.01,1,PC,07h38m13.07s,114.554441,-04d00m24.89s,-4.006915,-2.901,1.0,0.326,1.0,2459248.821949,1,3.4658629,1,3.301,1,9580.0,1,15.0462,1,1145.52,,1620.0,,13.2584,1,1174.05,1,6688.0,1,4.24,1,1.49,1,2021-12-21 00:46:32,2024-08-22 10:08:01,,,0.038,0.029,0.002893,2.28e-05,0.281,11.4904,,,,0.006,29.83,122.0,,
4363,4794.01,4794,95589845,95589845.01,1,PC,07h21m56.05s,110.483552,-12d33m55.72s,-12.565478,-14.434,1.0,-2.603,1.0,2459249.835617,1,3.5658043,1,3.914,1,10030.0,1,13.7385,1,1115.66,,1610.0,,12.0465,1,543.008,1,6214.0,1,4.23,1,1.4,1,2021-12-21 00:46:32,2024-08-22 10:08:01,,,0.053,0.048,0.001631,8.1e-06,0.167,1.85403,0.702907,,,0.014,10.599,160.5,0.09,0.07
4364,4795.01,4795,107090327,107090327.01,1,PC,07h22m37.09s,110.654532,-26d30m23.24s,-26.506455,-0.585,1.0,7.936,1.0,2459250.177227,1,2.7431176,1,3.134,1,8230.0,1,,1,2172.06,,1901.0,,12.9188,1,1429.87,1,7143.0,1,,1,,1,2021-12-21 00:46:33,2025-02-16 12:03:18,,,2.043,2.043,0.003227,1.46e-05,0.236,8.4056,,,,0.007,,202.1,,
4365,4796.01,4796,65905621,65905621.01,1,PC,07h14m43.72s,108.682186,-27d42m03.34s,-27.700929,3.202,1.0,-11.228,1.0,2459250.341527,1,3.5775958,1,2.779,1,8730.0,1,15.3215,1,665.763,,1415.0,,13.1502,1,1090.77,1,6355.0,1,4.12,1,1.61,1,2021-12-21 00:46:33,2024-08-22 10:08:01,,,0.025,0.024,0.001835,1.4e-05,0.257,6.25319,,,,0.007,19.325,122.0,,
4366,4797.01,4797,265011923,265011923.01,1,PC,08h26m29.28s,126.621993,+03d00m04.86s,3.001351,-0.135,1.0,-4.39,1.0,2459248.080834,1,2.9922495,1,1.594,1,10895.0,1,20.032,1,218.392,,1070.0,,13.3736,1,1055.16,1,5932.0,1,4.09,1,1.55,1,2021-12-21 00:46:34,2024-08-22 10:08:01,,,0.058,0.037,0.001457,8.5e-06,0.182,17.5711,,,,0.008,42.015,122.0,,
4367,4798.01,4798,274137295,274137295.01,1,PC,07h46m27.91s,116.616275,+07d55m46.31s,7.92953,-23.637,1.0,-25.126,1.0,2459248.758205,1,5.5261155,1,1.873,1,7330.0,1,9.00518,1,65.4488,,792.0,,12.7577,1,293.788,1,4824.0,1,4.48,1,0.84,1,2021-12-21 00:46:34,2024-08-22 10:08:01,,,0.047,0.027,0.001901,1.92e-05,0.488,30.8999,0.799995,,,0.006,2.443,122.8,0.09,0.06
4368,4799.01,4799,65805840,65805840.01,1,PC,07h14m21.03s,108.587629,-25d38m46.78s,-25.646329,-2.348,1.0,0.978,1.0,2459250.007806,1,4.0234634,1,3.204,1,7560.0,1,12.891,1,832.08,,1496.0,,13.0983,1,1008.83,1,6678.0,1,4.26,1,1.45,1,2021-12-21 00:46:35,2024-08-22 10:08:01,,,0.022,0.024,0.002873,2.51e-05,0.311,9.83588,,,,0.012,16.6475,122.0,,
4369,480.01,480,317548889,317548889.01,1,CP,05h53m30.83s,88.378462,-16d15m55.43s,-16.265397,-43.419,1.0,-90.042,1.0,2458469.562003,1,6.8659582,1,3.455761,1,334.0145589,1,2.8144915,1,531.5209848,,1224.6157859,,6.7799,1,54.5306,1,6212.63,1,4.438,1,1.5000401,1,2019-02-27 22:16:31,2024-09-10 10:08:02,,,0.077,0.084,0.000942,1.71e-05,0.2482507,18.618645,0.841036,,,0.006,0.12465,49.0057,,0.0580779
4370,4800.01,4800,280307604,280307604.01,1,PC,07h38m50.06s,114.708588,+04d21m22.93s,4.35637,-4.723,1.0,-1.102,1.0,2459244.040521,1,4.3229915,1,0.875,1,1980.0,1,7.54314,1,50.2356,,741.0,,10.9833,1,344.296,1,6121.0,1,4.25,1,1.37,1,2021-12-21 00:46:35,2024-08-22 10:08:01,,,0.159,0.124,0.001657,1.76e-05,0.248,18.4103,0.759125,,,0.009,10.057,44.2,2.01,0.07
4371,4801.01,4801,419092044,419092044.01,1,PC,08h02m37.32s,120.655501,-32d07m37.77s,-32.127159,0.031,1.0,2.426,1.0,2459964.586749,1,3.251269,1,2.569,1,7880.0,1,,1,549.047,,1348.0,,12.9613,1,,1,4883.7,1,,1,,1,2021-12-21 00:46:35,2024-08-22 10:08:01,,,2.096,2.096,0.003926,2.19e-05,0.766,107.39,,,,0.006,,149.4,,
4372,4802.01,4802,50575306,50575306.01,1,PC,07h29m57.86s,112.491073,-13d37m30.2s,-13.625055,-14.536,1.0,-21.278,1.0,2459249.153752,1,1.7131374,1,2.608,1,3850.0,1,6.86542,1,1919.49,,1844.0,,13.1675,1,610.318,1,5843.0,1,4.39,1,1.08,1,2021-12-21 00:46:36,2024-08-22 10:08:01,,,0.036,0.03,0.003484,1.74e-05,0.329,8.27739,,,,0.006,9.6275,122.0,,
4373,4803.01,4803,19117967,19117967.01,1,PC,08h01m13.79s,120.307448,+14d09m47.61s,14.163226,-0.99,1.0,-6.162,1.0,2459540.496396,1,8.4516737,1,3.896,1,2930.0,1,8.2562,1,168.924,,1004.0,,12.0548,1,531.218,1,5782.9,1,4.11,1,1.48,1,2021-12-21 00:46:36,2024-12-04 12:02:50,,,0.066,0.042,0.002782,0.0001182,0.349,2.67327,0.505184,,,0.008,11.221,119.2,0.08,0.08
4374,4804.01,4804,320341952,320341952.01,1,PC,07h20m39.21s,110.163384,-29d57m05.7s,-29.951583,4.74,1.0,3.41,1.0,2459982.488346,1,5.0648401,1,3.009,1,915.0,1,8.28506,1,873.95,,1514.0,,10.2278,1,495.004,1,6675.0,1,3.75,1,2.62,1,2021-12-21 00:46:37,2024-08-22 10:08:01,,,0.045,0.065,0.003996,2.64e-05,0.785,77.5832,0.55227,,,0.011,8.3585,146.8,0.09,0.12
4375,4805.01,4805,7976072,7976072.01,1,PC,08h53m56.23s,133.484281,-04d55m33s,-4.925834,3.371,1.0,-20.549,1.0,2459239.289015,1,8.9981735,1,4.547,1,6480.0,1,9.52189,1,155.205,,983.0,,13.2933,1,695.316,1,5444.0,1,4.24,1,1.22,1,2021-12-21 00:46:37,2025-04-05 12:03:07,,,0.045,0.052,0.004736,8.25e-05,0.488,9.74735,,,,0.007,13.713,122.0,,
4376,4806.01,4806,96317115,96317115.01,1,PC,06h55m09.51s,103.789612,-31d06m23.76s,-31.106599,3.1,1.0,13.368,1.0,2459248.293164,1,8.4476983,1,3.79,1,2000.0,1,4.97976,1,189.537,,1033.0,,11.7503,1,349.88,1,5902.0,1,4.36,1,1.13,1,2021-12-21 00:46:38,2024-08-22 10:08:01,,,0.035,0.04,0.003502,8.1e-05,0.522,2.87847,0.321895,,,0.008,2.867,129.4,0.08,0.06
4377,4807.01,4807,174546820,174546820.01,1,PC,07h38m52.89s,114.720385,-37d40m18.44s,-37.67179,-17.552,1.0,27.988,1.0,2459245.196258,1,17.6868627,1,1.379,1,10310.0,1,8.80381,1,2.06218,,333.0,,11.9698,1,153.227,1,4496.0,1,4.52,1,0.77,1,2021-12-21 00:46:38,2024-08-22 10:08:01,,,0.047,0.046,0.003091,8.2e-05,0.393,51.5995,0.940455,,,0.006,0.606,127.0,0.1,0.06
4378,4808.01,4808,126772538,126772538.01,1,FP,07h44m49.43s,116.205938,-26d04m28.47s,-26.074575,-5.905,1.0,7.343,1.0,2459251.604328,1,1.4700596,1,2.18,1,4760.0,1,16.1051,1,2605.29,,1990.0,,13.4542,1,1585.0,1,6308.0,1,3.88,1,2.12,1,2021-12-21 00:46:39,2024-08-22 10:08:01,,,0.03,0.032,0.003801,1e-05,0.404,14.9262,,,,0.012,52.07,122.0,,
4379,4809.01,4809,143724857,143724857.01,1,PC,08h23m57.05s,125.987724,-23d14m36.26s,-23.243406,-1.782,1.0,-7.009,1.0,2459964.285192,1,4.4722598,1,4.0659641,1,3606.5417294,1,9.0734924,1,917.7199576,,1403.7743209,,12.6417,1,767.716,1,6211.0,1,4.18,1,1.4818799,1,2021-12-21 00:46:39,2024-09-06 10:08:02,,,0.026,0.024,0.003492,0.0012048,0.3424247,281.09317,1.1975516,,,0.007,11.0165,118.4,0.08,0.0672739
4380,481.01,481,339672028,339672028.01,1,CP,07h22m03.04s,110.512686,-57d23m05.99s,-57.384998,25.676,1.0,-25.387,1.0,2460205.951586,1,10.3311664,1,5.626,1,4577.0,1,11.9428,1,253.126,,1111.0,,9.3935,1,179.366,1,5760.0,1,3.97699,1,1.73,1,2019-02-22 14:51:24,2023-11-16 16:02:02,,,0.061,0.077,0.001148,1.11e-05,0.278,78.9664,0.601647,,,0.006,1.0125,189.0,0.288134,0.09
4381,4810.01,4810,281225729,281225729.01,1,PC,07h20m47.1s,110.196243,-21d40m46.29s,-21.679526,-5.289,1.0,3.389,1.0,2459251.905341,1,2.4162514,1,3.055,1,2970.0,1,14.6399,1,2303.62,,1930.0,,12.7549,1,1221.9,1,6688.0,1,3.95,1,2.1,1,2021-12-21 00:46:40,2024-08-22 10:08:01,,,0.023,0.027,0.002232,1.21e-05,0.335,4.05264,0.832893,,,0.019,29.87,163.8,0.1,0.1
4382,4811.01,4811,334414389,334414389.01,1,PC,08h11m53.4s,122.972511,+06d58m29.97s,6.974992,6.279,1.0,-3.717,1.0,2459963.071494,1,0.9828259,1,1.3869249,1,1732.3324754,1,21.8486399,1,4395.3736341,,2076.6757868,,12.2124,1,1506.81,1,4959.0,1,,1,5.2980399,1,2021-12-21 00:46:40,2024-09-08 10:08:02,,,0.076,0.048,0.002378,0.0001609,0.6023698,183.695,31.872602,,,0.007,112.66,122.0,,
4383,4812.01,4812,81744640,81744640.01,1,PC,07h08m19.64s,107.081813,-23d32m43.27s,-23.545352,-1.629,1.0,2.882,1.0,2459250.009543,1,3.3138453,1,3.863,1,3550.0,1,8.15594,1,1568.27,,1753.0,,12.9655,1,807.794,1,6153.0,1,4.24,1,1.36,1,2021-12-21 00:46:41,2024-08-22 10:08:01,,,0.021,0.031,0.004288,3.97e-05,0.768,9.70006,0.605736,,,0.008,12.0785,130.1,0.08,0.06
4384,4813.01,4813,333810741,333810741.01,1,PC,07h45m09.83s,116.290974,-12d50m25.26s,-12.840349,-6.135,1.0,-3.587,1.0,2459247.778467,1,4.0492184,1,2.659,1,6560.0,1,,1,,,,,13.3071,1,1798.25,1,,1,,1,,1,2021-12-21 00:46:41,2024-08-22 10:08:01,,,1.078,1.006,0.004384,3.17e-05,0.439,16.4284,,,,0.006,,,,
4385,4814.01,4814,32004914,32004914.01,1,PC,07h47m15.9s,116.816244,-07d39m54.94s,-7.66526,-23.227,1.0,0.102,1.0,2459246.539025,1,5.545745,1,2.302,1,20790.0,1,15.8197,1,118.195,,918.0,,13.0015,1,559.569,1,5706.0,1,4.41,1,1.05,1,2021-12-21 00:46:41,2024-08-22 10:08:01,,,0.036,0.029,0.001306,1.35e-05,0.269,17.3765,,,,0.007,7.2685,122.0,,
4386,4815.01,4815,19447218,19447218.01,1,PC,08h17m47.35s,124.447282,-09d03m25.31s,-9.05703,5.951,1.0,-4.714,1.0,2459966.449361,1,8.9727235,1,3.808,1,10960.0,1,13.0195,1,134.631,,948.0,,13.425,1,770.795,1,5605.0,1,4.27,1,1.21,1,2021-12-21 00:46:42,2024-08-22 10:08:01,,,0.037,0.031,0.00401,7.61e-05,0.811,42.9516,,,,0.007,15.107,122.0,,
4387,4816.01,4816,156990000,156990000.01,1,PC,06h39m23.66s,99.848586,-43d49m39.43s,-43.82762,-10.127,1.0,8.72,1.0,2459967.174765,1,11.2473628,1,4.113,1,10340.0,1,15.7487,1,119.042,,920.0,,13.3087,1,1047.64,1,6141.0,1,4.14,1,1.53,1,2021-12-21 00:46:42,2024-08-22 10:08:01,,,0.028,0.028,0.006717,5.27e-05,0.294,6.49411,,,,0.006,16.75,122.0,,
4388,4817.01,4817,60074373,60074373.01,1,FP,07h24m22.25s,111.092717,-44d01m57.72s,-44.032701,-2.804,1.0,8.595,1.0,2459276.406959,1,3.190373,1,2.684,1,42550.0,1,12.0669,1,75.4043,,820.0,,14.6435,1,,1,3722.0,1,4.65,1,0.6,1,2021-12-21 22:31:39,2024-08-22 10:08:01,,,3.021,3.021,0.002877,0.0012317,0.294,74.2181,0.719336,,,0.007,,157.0,0.01,0.02
4389,4818.01,4818,181422954,181422954.01,1,PC,08h44m25.74s,131.107268,-39d38m17.97s,-39.638326,-7.038,1.0,-0.924,1.0,2459963.060609,1,2.6006996,1,2.9370342,1,5706.9248795,1,8.8613965,1,1346.9101325,,1545.0922159,,13.2881,1,722.454,1,6673.0,1,4.47,1,1.1433901,1,2021-12-21 22:31:39,2025-07-09 16:00:02,,,0.029,0.035,0.003092,0.0002627,0.3112925,325.15314,1.0031646,,,0.007,9.9445,122.0,,
4390,4819.01,4819,82739585,82739585.01,1,PC,08h19m37.1s,124.904596,-43d03m25.96s,-43.057211,8.222,1.0,-9.535,1.0,2459277.359548,1,1.5889429,1,1.183,1,22530.0,1,14.0293,1,399.352,,1245.0,,13.0819,1,319.863,1,5150.0,1,4.57,1,0.8,1,2021-12-21 22:31:40,2025-05-02 12:03:25,,,0.03,0.036,0.00087,4.83e-05,0.215,566.181,,,,0.006,1.801,122.0,,
4391,482.01,482,365639282,365639282.01,1,FP,05h25m35.76s,81.399006,+08d26m25.8s,8.440499,90.8,1.0,-86.37,1.0,2458472.41279,1,10.8717,1,2.943958,1,14603.37238,1,9.098964,1,4.5869403,,373.250606,,13.084,1,173.8201,1,3692.0,1,4.78092,1,0.488,1,2019-02-27 22:16:31,2021-12-08 10:10:01,,,2.0,2.0,0.004222,0.00594,0.429073,1752.6406,23.361732,,,0.007,,65.0,0.353337,0.074
4392,4820.01,4820,394223845,394223845.01,1,PC,08h34m26.74s,128.611432,-30d35m09.45s,-30.585959,-1.645,1.0,7.466,1.0,2459979.053397,1,27.1358856,1,4.11505,1,6405.8040691,1,10.9270095,1,70.1883225,,738.2202692,,11.9556,1,527.208,1,6315.0,1,4.28,1,1.33332,1,2021-12-21 22:31:40,2025-07-09 16:00:02,,,0.038,0.04,0.002272,0.0001523,0.2861872,305.98602,0.9921588,,,0.008,7.592,134.7,0.08,0.0646733
4393,4821.01,4821,354937825,354937825.01,1,PC,08h09m42.69s,122.427886,-42d09m24.55s,-42.156819,-4.063,1.0,-2.795,1.0,2459965.307736,1,5.469359,1,2.119,1,5940.0,1,12.6725,1,278.238,,1137.0,,12.7761,1,833.962,1,7182.0,1,4.23,1,1.61,1,2021-12-21 22:31:41,2024-08-22 10:08:01,,,0.029,0.028,0.004976,3.17e-05,0.293,11.0435,0.760956,,,0.007,12.042,135.7,0.08,0.06
4394,4822.01,4822,52936161,52936161.01,1,PC,08h23m18.26s,125.826083,-43d41m37.88s,-43.693856,-11.445,1.0,8.028,1.0,2459278.328014,1,4.4712213,1,3.771,1,5140.0,1,15.8899,1,5650.08,,2415.0,,12.6614,1,736.403,1,7586.0,1,4.22,1,1.71,1,2021-12-21 22:31:41,2024-08-22 10:08:01,,,0.029,0.026,0.004527,3.82e-05,0.617,458.807,4.0576,,,0.007,9.0185,145.7,0.08,0.06
4395,4823.01,4823,348756659,348756659.01,1,PC,08h56m46.15s,134.192296,-12d34m21.57s,-12.572658,-27.316,1.0,24.101,1.0,2459964.280868,1,3.7260939,1,3.1192423,1,18231.0352508,1,13.5887921,1,428.5861553,,1160.4576185,,12.3474,1,401.311,1,5736.0,1,4.45,1,0.9975,1,2021-12-21 22:31:42,2023-08-10 16:02:02,,,0.074,0.086,0.000637,0.0001756,0.0552184,249.43272,0.7482983,,,0.008,8.785,124.9,0.08,0.0526256
4396,4824.01,4824,179687771,179687771.01,1,PC,09h49m00.87s,147.253606,-03d36m33.76s,-3.609379,-12.732,1.0,1.825,1.0,2459278.833839,1,5.124162,1,4.651,1,6630.0,1,13.6708,1,581.326,,1367.0,,12.8792,1,839.462,1,5750.0,1,4.01,1,1.65,1,2021-12-21 22:31:42,2024-08-22 10:08:01,,,0.038,0.037,0.002604,2.51e-05,0.294,4.7832,0.827621,,,0.007,17.2635,125.2,0.08,0.09
4397,4825.01,4825,53047383,53047383.01,1,PC,08h23m36.31s,125.901301,-42d04m52.76s,-42.081323,-0.961,1.0,1.382,1.0,2459963.644232,1,2.8183053,1,4.1516796,1,7916.1131866,1,,1,655.1971145,,1290.3655018,,11.2275,1,1060.4,1,,1,,1,,1,2021-12-21 22:31:43,2024-09-07 10:08:02,,,0.028,0.026,0.001589,0.0001478,0.1182891,169.91205,,,,0.6,19.085,,,
4398,4826.01,4826,17683158,17683158.01,1,PC,09h02m53.28s,135.722015,-33d17m41.52s,-33.294867,-19.619,1.0,22.933,1.0,2459271.205436,1,5.9730504,1,4.041,1,8220.0,1,13.7408,1,421.342,,1262.0,,12.8972,1,725.382,1,6137.0,1,4.2,1,1.41,1,2021-12-21 22:31:43,2025-02-04 12:03:18,,,0.023,0.026,0.003165,3.38e-05,0.352,7.91951,0.765335,,,0.006,10.243,125.8,0.08,0.06
4399,4827.01,4827,332630868,332630868.01,1,FP,09h07m46.48s,136.943663,-17d03m03.63s,-17.051007,8.908,1.0,-3.021,1.0,2458525.417575,1,736.5601487,1,4.183,1,3600.0,1,13.9475,1,0.0558395,,,,12.3805,1,478.847,1,5895.4,1,,1,1.31,1,2021-12-21 22:31:43,2024-09-18 10:08:02,,,2.107,2.106,0.002528,0.0041739,0.205,9.66992,,,,0.006,,,,
4400,4828.01,4828,291469139,291469139.01,1,PC,07h24m35.98s,111.14992,-48d37m11.69s,-48.619915,4.468,1.0,-18.01,1.0,2459265.674593,1,19.0286016,1,3.938,1,8910.0,1,8.13514,1,13.7261,,536.0,,13.351,1,332.884,1,4733.0,1,4.5,1,0.81,1,2021-12-21 22:31:44,2024-08-22 10:08:01,,,0.027,0.028,0.003265,0.000185,0.346,15.4246,,,,0.006,1.5675,122.0,,
4401,4829.01,4829,268439377,268439377.01,1,FP,07h47m20.63s,116.835959,-49d07m20.83s,-49.122453,1.335,1.0,2.225,1.0,2459279.259801,1,0.9855374,1,1.18,1,3290.0,1,10.8393,1,1493.99,,1732.0,,13.1591,1,1007.8,1,6198.4,1,4.02,1,1.76,1,2021-12-21 22:31:44,2024-08-22 10:08:01,,,0.033,0.034,0.001961,3.8e-06,0.168,7.43254,,,,0.006,19.7475,88.5,,
4402,483.01,483,393414358,393414358.01,1,KP,06h17m20.73s,94.336356,-38d19m24.18s,-38.323383,-17.558,1.0,-27.297,1.0,2458469.697072,1,4.3780807,1,5.3900978,1,7074.3931388,1,15.1767346,1,1103.2707506,,1469.9084134,,10.439,1,290.684,1,5570.0,1,4.01069,1,1.79224,1,2019-02-22 14:51:24,2024-09-07 10:08:02,,,0.039,0.043,0.000231,2.2e-06,0.0295621,33.208263,0.8269774,,,0.006,2.021,,,0.0968467
4403,4830.01,4830,1260235,1260235.01,1,PC,08h45m37.82s,131.407601,-26d30m10.99s,-26.503052,3.137,1.0,-2.713,1.0,2459275.292996,1,7.6945481,1,3.436,1,3510.0,1,,1,87.6747,,852.0,,12.2452,1,2693.98,1,4875.8,1,,1,,1,2021-12-21 22:31:45,2024-08-22 10:08:01,,,0.138,0.111,0.004313,6.78e-05,0.568,7.37103,,,,0.007,587.91,138.3,,
4404,4831.01,4831,17896514,17896514.01,1,PC,09h04m52.72s,136.219646,-31d55m48.27s,-31.930076,-10.421,1.0,0.545,1.0,2459279.810162,1,2.6375869,1,4.029,1,3610.0,1,16.5853,1,2389.95,,1947.0,,12.292,1,1142.11,1,6196.0,1,3.59,1,2.9,1,2021-12-21 22:31:45,2024-08-22 10:08:01,,,0.038,0.056,0.005931,2.46e-05,0.418,6.15691,1.24478,,,0.006,42.605,106.3,0.09,0.17
4405,4832.01,4832,186470968,186470968.01,1,PC,08h50m43.82s,132.682582,-34d46m58.55s,-34.782931,-32.874,1.0,-21.244,1.0,2459990.290039,1,2.7805098,1,1.547,1,15800.0,1,8.80341,1,48.6261,,735.0,,13.7028,1,256.922,1,3949.0,1,4.59,1,0.68,1,2021-12-21 22:31:46,2024-12-02 12:03:19,,,0.038,0.039,0.001371,0.0009159,0.244,64.3181,0.654227,,,0.007,1.7015,157.0,0.01,0.02
4406,4833.01,4833,176442805,176442805.01,1,PC,08h47m35.49s,131.897866,-21d51m33.61s,-21.859336,-8.723,1.0,3.797,1.0,2459278.576518,1,3.6520005,1,3.638,1,4590.0,1,12.1216,1,1753.41,,1802.0,,12.2709,1,878.599,1,7194.0,1,4.19,1,1.69,1,2021-12-21 22:31:46,2024-08-22 10:08:01,,,0.086,0.08,0.001453,1.12e-05,0.187,1.98768,0.96246,,,0.007,55.6225,127.5,0.1,0.13
4407,4834.01,4834,77550515,77550515.01,1,PC,09h29m36.97s,142.40406,-00d59m33.37s,-0.992604,-5.699,1.0,11.469,1.0,2459275.262066,1,3.118166,1,2.285,1,5150.0,1,8.60632,1,273.914,,1133.0,,13.0519,1,537.158,1,5218.8,1,4.27,1,1.15,1,2021-12-21 22:31:46,2024-08-22 10:08:01,,,0.105,0.203,0.002704,2.35e-05,0.274,12.0907,,,,0.007,15.1625,42.2,,
4408,4835.01,4835,434428836,434428836.01,1,PC,09h17m23.21s,139.346697,-20d55m24.08s,-20.923355,2.831,1.0,-14.522,1.0,2459278.922756,1,5.1953991,1,3.032,1,4920.0,1,13.6454,1,343.068,,1198.0,,13.0341,1,1068.04,1,6047.0,1,3.97,1,1.82,1,2021-12-21 22:31:47,2024-08-22 10:08:01,,,0.044,0.053,0.003742,4.86e-05,0.515,11.0608,,,,0.007,30.59,122.0,,
4409,4836.01,4836,231559817,231559817.01,1,PC,08h30m45.71s,127.690441,-27d24m29.66s,-27.408239,-5.5,1.0,0.5,1.0,2459965.74527,1,5.1035091,1,3.7190896,1,3718.4722724,1,13.7067,1,296.8457469,,1058.6501351,,11.031,1,790.152,1,8086.0,1,4.1,1,2.07,1,2021-12-21 22:31:47,2024-09-07 10:08:02,,,2.8,2.4,0.001753,0.0006742,0.1555507,199.67812,9.67955,,,0.031,,221.0,1.42,1.46
4410,4837.01,4837,19612445,19612445.01,1,PC,09h19m28.84s,139.870171,-32d17m51.09s,-32.297525,-10.1,1.0,1.2,1.0,2459991.372991,1,4.4644761,1,1.185,1,1690.0,1,8.09695,1,136.451,,,,10.5378,1,353.288,1,7013.0,1,,1,1.7,1,2021-12-21 22:31:47,2024-08-22 10:08:01,,,2.5,2.4,0.002108,1.36e-05,0.184,3.38183,,,,0.006,,,,
4411,4838.01,4838,374200604,374200604.01,1,FP,10h32m17.63s,158.073445,+02d14m16.24s,2.237845,-1.109,1.0,-19.544,1.0,2459525.795452,1,0.760019,1,0.638738,1,1865.5886518,1,7.2902589,1,9667.9228084,,2529.0245379,,11.869,1,515.491,1,5690.2,1,4.0,1,1.65999,1,2021-12-21 22:31:48,2025-09-03 16:00:01,,,0.068,0.066,0.000485,9.6e-06,0.2108883,137.7442,5.471068,,,0.007,12.07,141.2,0.08,0.100274
4412,4839.01,4839,38118291,38118291.01,1,PC,09h08m04.54s,137.018935,-28d54m57.79s,-28.916052,-10.36,1.0,5.276,1.0,2459273.977808,1,13.3441946,1,4.743,1,3260.0,1,,1,58.1944,,769.0,,12.3907,1,,1,4866.9,1,,1,,1,2021-12-21 22:31:49,2024-08-22 10:08:01,,,2.162,2.161,0.010536,0.0002406,1.299,12.893,,,,0.006,,267.7,,
4413,484.01,484,427348923,427348923.01,1,FP,05h34m07.65s,83.531883,-00d12m27.94s,-0.207762,-25.016,1.0,20.026,1.0,2459196.648037,1,4.728681,1,4.533,1,9990.0,1,8.96336,1,222.388,,1075.0,,11.6888,1,149.953,1,4425.0,1,4.57,1,0.9,1,2019-02-27 22:16:31,2021-10-29 12:59:15,,,0.076,0.061,0.001021,9.4e-06,0.191,3.20954,0.808714,,,0.006,0.952,90.0,0.13,0.08
4414,4840.01,4840,80029842,80029842.01,1,FP,08h04m55.77s,121.23238,-47d46m05.27s,-47.76813,-5.803,1.0,4.208,1.0,2459279.306422,1,2.3992876,1,2.545,1,1180.0,1,4.05839,1,1543.44,,1746.0,,12.2896,1,502.28,1,6536.0,1,4.45,1,1.15,1,2021-12-21 22:31:49,2024-08-22 10:08:01,,,0.051,0.064,0.005886,2.56e-05,0.418,3.98393,0.310778,,,0.006,6.543,130.2,0.09,0.05
