kepoi_name,koi_disposition,ra,dec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_incl,koi_impact,koi_sma,koi_duration,koi_depth,koi_ingress,koi_prad,koi_insol,koi_teq,koi_srad,koi_smass,koi_sage,koi_steff,koi_slogg,koi_smet,koi_kepmag,data_source,koi_smass_calculated,koi_sma_calculated,koi_incl_calculated
EPIC 203485624.01,FALSE POSITIVE,244.1720262,-25.9805673,0.841202,2456894.5837,,,89.0,,0.019376769269935347,0.0,,,82.0,,,2.31,1.3715888936432925,,6237.0,3.85,,12.354,K2,True,True,True
EPIC 203518244.01,CANDIDATE,244.1629354,-25.8700704,0.8411257,2456894.581,,,89.0,0.35,,70.08,150.0,,0.884,,,0.66,,,4289.0,,,13.226,K2,True,True,True
EPIC 203533312.01,CANDIDATE,243.9553734,-25.8184824,0.17566,2456933.98649,,,76.6,,0.005561436669799733,,,,3.11,,,1.15,0.7436964025642365,,6620.0,4.19,0.09,12.16,K2,True,True,True
EPIC 203560204.01,CANDIDATE,240.6852933,-25.725743,29.33873041,2456924.706267,,,89.0,,0.15023361460735704,121.992,12770.0,,,,,0.528528,0.525532,,3171.0,4.71253,,14.629,K2,True,True,True
EPIC 203581469.01,FALSE POSITIVE,246.2660064,-25.6524338,22.7984,2456915.2749,,,89.0,,0.15898511833062925,51.0912,,,9.0,,,1.37,1.031433266143374,,6195.0,4.18,,14.674,K2,True,True,True
EPIC 203616858.01,CANDIDATE,253.038729,-25.5306763,1.68027,2456894.9732,,,89.0,,,62.784000000000006,262.0,,2.9,,,1.275,,,,,,11.553,K2,True,True,True
EPIC 203623230.01,CANDIDATE,252.2223357,-25.5079566,2.54427583,2456897.208968,,,89.0,,0.045977246816101276,51.504,120.0,,,,,3.23826,2.003,,8188.0,3.71913,,8.694,K2,True,True,True
EPIC 203633064.01,CANDIDATE,239.2255102,-25.4738433,0.7099504,2456894.83267,,,89.0,,,52.128,16512.0,,80.0,,,2.065,,,,,,12.304,K2,True,True,True
EPIC 203692610.01,FALSE POSITIVE,242.6317089,-25.2672637,1.8204,2456893.29525,,,89.0,,0.023336445360773304,,5000.0,,,,,0.5139,0.511624,,3112.0,4.72526,,15.092,K2,True,True,True
EPIC 203710387.01,FALSE POSITIVE,244.1277536,-25.2057083,2.809,2456894.71338,,,89.0,,0.030339539124986773,,47300.00000000001,,,,,0.474383,0.472176,,2901.0,4.75991,,14.268,K2,True,True,True
EPIC 203710387.01,FALSE POSITIVE,244.1277536,-25.2057083,1.404411,2456893.30715,,,89.0,,0.028412115936941082,54.840959999999995,,,99.0,,,2.02,1.551324812746415,,6933.0,4.02,,14.268,K2,True,True,True
EPIC 203710387.01,FALSE POSITIVE,244.1277536,-25.2057083,1.4044283,2456894.711,,,89.0,0.84,,58.800000000000004,72600.0,,3.66,,,0.12,,,2721.0,,,14.268,K2,True,True,True
EPIC 203753577.01,CANDIDATE,252.8617981,-25.0535105,3.400858,2456895.09284,,,89.0,,,54.72,3404.0,,14.1,,,0.983,,,,,,11.106,K2,True,True,True
EPIC 203753577.01,CANDIDATE,252.8617981,-25.0535105,3.4007758,2456895.094,,,89.0,0.94,,54.96,3310.0,,5.57,,,0.89,,,5520.0,,,11.106,K2,True,True,True
EPIC 203771098.03,CANDIDATE,242.5734559,-24.9906029,,2456915.62427,,,89.0,,,157.0752,3145.0,,7.51,,,1.249,,,,,,11.648,K2,True,True,True
EPIC 203784668.01,CANDIDATE,253.4260962,-24.9408867,,2456949.203,,,89.0,,,351.936,5701.000000000001,,,,,,,,3095.0,,,8.312,K2,True,True,True
EPIC 203823381.01,FALSE POSITIVE,247.1370292,-24.7987348,8.2781,2456893.60226,,,89.0,,,,2600.0,,,,,,,,6520.0,,-0.0664,13.468,K2,True,True,True
EPIC 203823381.01,FALSE POSITIVE,247.1370292,-24.7987348,8.2758,2456901.8925,,,89.0,,0.08835405708084426,62.6112,,,10.2,,,1.6,1.3435070982394175,,5926.0,4.16,,13.468,K2,True,True,True
EPIC 203823381.01,FALSE POSITIVE,247.1370292,-24.7987348,8.2766395,2456901.895,,,89.0,0.77,,58.56,3710.0,,0.724,,,0.11,,,2586.0,,,13.468,K2,True,True,True
EPIC 203849738.01,FALSE POSITIVE,242.4702944,-24.6983209,0.6199,2456894.6,,,89.0,,0.011900888847543228,,25200.0,,,,,0.596423,0.585161,,2978.0,4.65423,,14.39,K2,True,True,True
EPIC 203867512.01,CANDIDATE,253.2473212,-24.6262888,28.46762,2456918.54638,,,89.0,,,182.88,31445.0,,37.0,,,1.97,,,,,,11.858,K2,True,True,True
EPIC 203867512.01,CANDIDATE,253.2473212,-24.6262888,28.465633,2456918.548,,,89.0,0.49,,183.12,30900.0,,18.4,,,0.96,,,5700.0,,,11.858,K2,True,True,True
EPIC 203868608.01,FALSE POSITIVE,244.3290388,-24.6219639,4.5417,2456893.76827,,,89.0,,0.04578898303932163,,71900.0,,,,,0.641751,0.620907,,2897.0,4.61636,,13.324,K2,True,True,True
EPIC 203914123.01,CANDIDATE,244.3807553,-24.437006,83830.0,2456946.278,,,89.0,0.49,,,,,12.0,,,0.74,,,4000.0,,,9.039,K2,True,True,True
EPIC 203925865.01,CANDIDATE,253.0328697,-24.3879636,8.79689,2456898.2838,,,89.0,,,167.04,527.0,,4.85,,,2.047,,,,,,11.865,K2,True,True,True
EPIC 203929178.01,CANDIDATE,252.4227596,-24.3737862,1.153886,2456893.5812,,,89.0,,0.024353616138866625,66.4704,,,99.0,,,1.8,1.4472548385691189,,6841.0,4.09,,11.16,K2,True,True,True
EPIC 203942067.01,CANDIDATE,243.8244349,-24.3192726,1.6398934,2456895.547,,,89.0,0.77,,97.44,146000.0,,33.0,,,0.79,,,5175.0,,,12.08,K2,True,True,True
EPIC 204043888.01,FALSE POSITIVE,252.2438413,-23.8914989,1.486243,2456894.1967,,,89.0,,0.02726219392356217,76.67712,,,58.0,,,1.87,1.2237232545814616,,5991.0,3.984,,15.218,K2,True,True,True
EPIC 204057095.01,CANDIDATE,242.7532415,-23.840347,23.210585,2456913.627,,,89.0,0.86,,49.199999999999996,4190.0,,5.7,,,0.81,,,5244.0,,,11.583,K2,True,True,True
EPIC 204057095.01,CANDIDATE,242.7532415,-23.840347,23.21037,2456913.62734,,,89.0,,,58.5792,4533.0,,15.3,,,1.207,,,,,,11.583,K2,True,True,True
EPIC 204124270.01,CANDIDATE,253.1042177,-23.5694775,1.330023,2456895.58549,,,89.0,,,41.644800000000004,2836.0,,44.0,,,2.4,,,,,,10.688,K2,True,True,True
EPIC 204128016.01,CANDIDATE,242.3657824,-23.5545059,50.73641,2456895.16594,,,89.0,,,120.7872,3938.0,,10.31,,,1.349,,,,,,12.006,K2,True,True,True
EPIC 204143627.01,FALSE POSITIVE,243.9968794,-23.4935346,1.124,2456893.72681,,,89.0,,0.016830569586702895,,6200.0,,,,,0.50547,0.503436,,3074.0,4.73262,,14.757,K2,True,True,True
EPIC 204165788.01,FALSE POSITIVE,246.3961379,-23.4053136,0.7474,2456893.14059,,,89.0,,,,1700.0000000000002,,,,,,,,,,,7.281,K2,True,True,True
EPIC 204197636.01,CANDIDATE,239.2624997,-23.2807451,46.1373,2456921.9703,,,89.0,,,166.464,1137.0,,2.6,,,0.723,,,,,,13.468,K2,True,True,True
EPIC 204276894.01,CANDIDATE,248.6633692,-22.9708723,1.957,2456893.37313,,,89.0,,,,100.0,,,,,45.3731,,,3913.0,,,11.466,K2,True,True,True
EPIC 204308061.01,CANDIDATE,247.4302723,-22.8473721,22.6398,2456900.4428,,,89.0,,,89.85600000000001,200.0,,1.27,,,0.862,,,,,,10.041,K2,True,True,True
EPIC 204312847.01,CANDIDATE,250.4137354,-22.8284511,24.193613,2456906.33,,,89.0,0.81,,180.96,106000.0,,30.7,,,0.87,,,5457.0,,,11.37,K2,True,True,True
EPIC 204322265.01,CANDIDATE,246.86899,-22.7910827,2.784496,2456894.83627,,,89.0,,,11.1744,5850.0,,2.09,,,0.256,,,,,,14.731,K2,True,True,True
EPIC 204346718.01,CANDIDATE,245.3200013,-22.6936469,0.64292573,2456896.425445,,,89.0,,0.010255280983113778,143.448,24600.0,,,,,0.362033,0.348098,,2914.0,4.86227,,14.626,K2,True,True,True
EPIC 204364515.01,FALSE POSITIVE,240.3397765,-22.6242127,1.4562,2456894.29809,,,89.0,,,,16500.0,,,,,,,,,,,15.778,K2,True,True,True
EPIC 204432860.01,FALSE POSITIVE,240.5015904,-22.3567255,2.8742,2456893.4087,,,89.0,,,,7300.0,,,,,1.41662,,,3648.0,,,12.704,K2,True,True,True
EPIC 204489514.01,CANDIDATE,240.7566702,-22.1313448,10.2236,2456893.6415,,,89.0,,0.10992484487420803,249.5808,,,132.0,,,2.04,1.6953537641095933,,6960.0,4.05,,14.08,K2,True,True,True
EPIC 204506777.01,FALSE POSITIVE,241.824054,-22.0602594,1.6281,2456893.45074,,,89.0,,0.027201762821630514,,14900.0,,,,,2.74444,1.013,,5691.0,3.56677,,8.752,K2,True,True,True
EPIC 204529573.01,CANDIDATE,248.394703,-21.965461,2.7518,2456896.3915,,,89.0,,,29.951999999999998,99.2,,0.669,,,0.647,,,,,,10.595,K2,True,True,True
EPIC 204546592.01,CANDIDATE,239.6968009,-21.8948659,,2456899.9637,,,89.0,,,497.664,9753.0,,133.0,,,8.12,,,,,,9.934,K2,True,True,True
EPIC 204576757.01,CANDIDATE,247.1574907,-21.7675731,23.277669,2456898.089,,,89.0,0.64,,114.0,198000.0,,32.8,,,0.68,,,4379.0,,,13.668,K2,True,True,True
EPIC 204579445.01,CANDIDATE,240.8283058,-21.7560956,24.6842,2456900.487,,,89.0,,,119.232,408.00000000000006,,2.49,,,1.17,,,,,,11.916,K2,True,True,True
EPIC 204634789.01,CANDIDATE,247.9469488,-21.5234812,2.2,2456921.016,,,89.0,0.74,,,,,8.4,,,0.87,,,4800.0,,,12.292,K2,True,True,True
EPIC 204649811.01,CANDIDATE,244.8207081,-21.4599992,2.6454165,2456894.861,,,89.0,0.92,,65.28,12000.0,,9.47,,,0.79,,,5179.0,,,11.61,K2,True,True,True
EPIC 204649811.01,CANDIDATE,244.8207081,-21.4599992,2.64594828,2456897.498451,,,89.0,,0.041782942146390896,64.512,11240.000000000002,,,,,1.98054,1.39,,6634.0,3.98751,,11.61,K2,True,True,True
EPIC 204658292.01,CANDIDATE,243.7067684,-21.4237002,20.98296043,2456911.584929,,,89.0,,0.13710965434400335,71.064,3380.0,,,,,0.739921,0.781,,4822.0,4.59235,,14.421,K2,True,True,True
EPIC 204676499.01,CANDIDATE,245.8138614,-21.3461111,1.5271792,2456897.468829,,,89.0,,0.025333440031446327,55.152,1920.0,,,,,0.899453,0.93,,5359.0,4.49859,,14.659,K2,True,True,True
EPIC 204750116.02,CANDIDATE,238.8197061,-21.0269691,7.8392,2456897.067,,,89.0,,,84.096,158.00000000000003,,1.46,,,1.115,,,,,,11.526,K2,True,True,True
EPIC 204760247.01,FALSE POSITIVE,239.4185534,-20.9831714,9.2048,2456903.57,,,89.0,,0.12620425365166055,,147900.0,,,,,3.61562,3.165,,11886.0,3.82208,,5.954,K2,True,True,True
EPIC 204763194.01,CANDIDATE,239.9418766,-20.9699236,2.32046168,2456898.023498,,,89.0,,,63.744,5380.0,,,,,,,,,,,9.973,K2,True,True,True
EPIC 204763194.01,CANDIDATE,239.9418766,-20.9699236,2.320937,2456895.69697,,,89.0,,,65.664,3298.0,,15.7,,,1.157,,,,,,9.973,K2,True,True,True
EPIC 204791347.01,CANDIDATE,240.5178856,-20.8452602,1.94297,2456895.241553,,,89.0,0.125,0.023958668031390053,33.599999999999994,,,2.571,,,0.436,0.486,,3197.0,4.846,-0.105,14.182,K2,True,True,True
EPIC 204873331.01,FALSE POSITIVE,249.5550047,-20.4763359,1.3178719,2456895.45559,,,89.0,,,44.928000000000004,19780.0,,62.0,,,1.975,,,,,,12.337,K2,True,True,True
EPIC 204873331.01,FALSE POSITIVE,249.5550047,-20.4763359,1.3179,2456894.137,,,89.0,,0.023683761229454005,38.592,,,55.0,,,1.07,1.0203931990693236,,5876.0,4.39,,12.337,K2,True,True,True
EPIC 204880394.01,CANDIDATE,240.4445692,-20.4447494,0.2338108,2456894.4165,,,89.0,,,46.08,12600.0,,,,,,,,,,,18.384,K2,True,True,True
EPIC 204882444.01,FALSE POSITIVE,238.7713112,-20.4356029,1.1488,2456893.45557,,,89.0,,0.016050733925087705,,9800.0,,,,,0.984957,0.418,,3429.0,4.07241,,13.966,K2,True,True,True
EPIC 204884005.01,CANDIDATE,249.3309961,-20.4286731,46.38363,2456924.04264,,,89.0,,,125.6832,1771.0,,3.22,,,0.762,,,,,,11.514,K2,True,True,True
EPIC 204884005.01,CANDIDATE,249.3309961,-20.4286731,46.40651,2456924.032,,,89.0,0.37,,109.19999999999999,1760.0,,3.35,,,0.73,,,4812.0,,,11.514,K2,True,True,True
EPIC 204888276.01,CANDIDATE,239.9970933,-20.4091199,16.56127,2456900.5356,,,89.0,,,104.83200000000001,1090.0,,0.957,,,0.258,,,,,,12.542,K2,True,True,True
EPIC 204888276.01,CANDIDATE,239.9970933,-20.4091199,16.563155,2456900.532,,,89.0,0.21,,105.84,1010.0000000000001,,1.66,,,0.48,,,3669.0,,,12.542,K2,True,True,True
EPIC 204914585.01,CANDIDATE,242.0579035,-20.2883588,18.357773,2456895.192,,,89.0,0.38,,123.12,451.99999999999994,,1.74,,,0.75,,,4937.0,,,12.492,K2,True,True,True
EPIC 204914585.01,CANDIDATE,242.0579035,-20.2883588,18.3647,2456895.1671,,,89.0,,,140.54399999999998,421.0,,2.61,,,1.22,,,,,,12.492,K2,True,True,True
EPIC 204990932.01,CANDIDATE,245.551683,-19.9298146,21.9184,2456900.2769,,,89.0,,,69.696,1330.0,,3.18,,,0.72,,,,,,14.109,K2,True,True,True
EPIC 204991696.01,CANDIDATE,242.5725134,-19.9260062,49.8558,2456901.923,,,89.0,,,168.768,539.0,,3.29,,,1.359,,,,,,10.526,K2,True,True,True
EPIC 205029914.01,CANDIDATE,249.0251664,-19.7445289,4.9818921,2456894.731,,,89.0,0.27,,92.16,555.0,,2.66,,,1.04,,,5849.0,,,12.183,K2,True,True,True
EPIC 205029914.01,CANDIDATE,249.0251664,-19.7445289,4.98049071,2456899.718676,,,89.0,,0.05496316832446449,98.088,410.0,,,,,1.13733,0.893,,5234.0,4.27715,,12.183,K2,True,True,True
EPIC 205029914.01,CANDIDATE,249.0251664,-19.7445289,4.981838,2456894.73137,,,86.41814,,0.053313580864597095,,,,2.39347065,,,0.978267,0.8145444845514682,,5774.0,4.37,-0.08,12.183,K2,True,True,True
EPIC 205029914.01,CANDIDATE,249.0251664,-19.7445289,4.98205,2456894.7314,,,89.0,,0.054965833839013094,94.22208,,,2.3,,,1.01,0.8925709491095061,,5594.0,4.382,,12.183,K2,True,True,True
EPIC 205029914.01,CANDIDATE,249.0251664,-19.7445289,4.9815,2456894.7341,,,89.0,,,91.872,590.2,,2.39,,,0.92,,,,,,12.183,K2,True,True,True
EPIC 205040048.01,CANDIDATE,242.1683542,-19.6968996,3.3055191,2456894.546,,,89.0,0.79,,27.36,1110.0,,1.27,,,0.35,,,3430.0,,,14.989,K2,True,True,True
EPIC 205040048.01,CANDIDATE,242.1683542,-19.6968996,3.30524,2456894.5466,,,89.0,,,25.92,1210.0,,6.6,,,1.79,,,,,,14.989,K2,True,True,True
EPIC 205046529.01,FALSE POSITIVE,242.6099732,-19.6641652,1.8361,2456892.63254,,,89.0,,,,5500.0,,,,,,,,,,,13.725,K2,True,True,True
EPIC 205047565.01,CANDIDATE,250.0433702,-19.6594062,14.5444413,2456906.636582,,,89.0,,,66.792,2680.0,,,,,,,,,,,14.654,K2,True,True,True
EPIC 205050711.01,CANDIDATE,252.6635796,-19.6439489,4.30221683,2456899.260955,,,89.0,,0.06054914863990669,180.86399999999998,26130.0,,,,,4.08069,1.6,,7168.62,3.42072,,10.588,K2,True,True,True
EPIC 205064326.01,FALSE POSITIVE,251.8883544,-19.5793619,8.02678456,2456896.656177,,,89.0,,,100.87200000000001,4720.0,,,,,5.5996,,,4708.46,,0.0376,12.839,K2,True,True,True
EPIC 205064326.01,FALSE POSITIVE,251.8883544,-19.5793619,8.0241306,2456896.667,,,89.0,0.93,,103.44,4880.0,,4.42,,,0.58,,,3939.0,,,12.839,K2,True,True,True
EPIC 205064326.01,FALSE POSITIVE,251.8883544,-19.5793619,8.02415,2456896.6663,,,89.0,,0.0834498895112986,90.72,,,194.0,,,6.1,1.204091997435146,,4734.0,2.95,,12.839,K2,True,True,True
EPIC 205064326.01,FALSE POSITIVE,251.8883544,-19.5793619,8.02335,2456896.67107,,,89.0,,,107.71200000000002,5030.0,,86.0,,,5.13,,,,,,12.839,K2,True,True,True
EPIC 205084841.01,CANDIDATE,248.3992331,-19.4792517,11.31028,2456905.17019,,,89.0,,,106.56,17730.0,,18.9,,,1.44,,,,,,15.605,K2,True,True,True
EPIC 205084841.01,CANDIDATE,248.3992331,-19.4792517,11.31009,2456893.8592,,,89.0,,0.09345098661238592,102.62592000000001,,,130.0,,,10.0,0.8511380382023759,,4793.0,2.37,,15.605,K2,True,True,True
EPIC 205145448.01,CANDIDATE,248.448636,-19.1778194,16.63311,2456902.2666,,,89.0,,0.13569116356314054,56.16,,,44.0,,,2.19,1.2047258514163082,,5700.0,3.84,,13.651,K2,True,True,True
EPIC 205145448.01,CANDIDATE,248.448636,-19.1778194,16.63237,2456902.268,,,89.0,0.0,,56.64,43300.0,,10.7,,,0.47,,,3648.0,,,13.651,K2,True,True,True
EPIC 205145448.01,CANDIDATE,248.448636,-19.1778194,16.63091654,2456902.267489,,,89.0,,0.12135371100126019,54.12,40870.0,,,,,1.27372,0.862,,5121.0,4.16342,,13.651,K2,True,True,True
EPIC 205146011.01,CANDIDATE,242.7831769,-19.1751977,1.057171,2456894.7388,,,89.0,,,35.308800000000005,204.00000000000003,,1.51,,,1.004,,,,,,13.215,K2,True,True,True
EPIC 205148699.01,FALSE POSITIVE,253.1604535,-19.1616989,4.377326,2456896.51216,,,89.0,,0.05042390428632705,109.152,,,27.0,,,1.43,0.8926312253479146,,5928.0,4.08,,12.389,K2,True,True,True
EPIC 205148699.01,FALSE POSITIVE,253.1604535,-19.1616989,4.37983009,2456896.49822,,,89.0,,0.054080693726139877,112.89599999999999,34300.0,,,,,1.60152,1.1,,5982.0,4.07039,,12.389,K2,True,True,True
EPIC 205148699.01,FALSE POSITIVE,253.1604535,-19.1616989,4.377339,2456896.51232,,,89.0,,,110.1312,33397.0,,31.9,,,1.691,,,,,,12.389,K2,True,True,True
EPIC 205148699.01,FALSE POSITIVE,253.1604535,-19.1616989,4.3772986,2456896.513,,,89.0,0.0,,111.35999999999999,38400.0,,16.6,,,0.78,,,5102.0,,,12.389,K2,True,True,True
EPIC 205152172.01,CANDIDATE,245.1798804,-19.1443126,0.980414,2456959.30915,,,83.7,,0.018688544403742777,,,,1.58,,,0.66,0.9059158769023691,,4202.0,4.758,-0.04,13.486,K2,True,True,True
EPIC 205152172.01,CANDIDATE,245.1798804,-19.1443126,0.98036126,2456894.604,,,89.0,0.17,,27.36,523.0,,1.44,,,0.58,,,3932.0,,,13.486,K2,True,True,True
EPIC 205152172.01,CANDIDATE,245.1798804,-19.1443126,0.97988263,2456896.57638,,,89.0,,0.016846046710317312,34.248000000000005,420.0,,,,,0.701061,0.664242,,4063.0,4.56888,,13.486,K2,True,True,True
EPIC 205152172.01,CANDIDATE,245.1798804,-19.1443126,0.980294,2456894.6069,,,89.0,,,26.784000000000002,655.0,,1.81,,,0.685,,,,,,13.486,K2,True,True,True
EPIC 205170731.01,CANDIDATE,251.5914378,-19.0501824,14.2005,2456901.898,,,89.0,,,89.28,856.0,,2.36,,,0.786,,,,,,12.538,K2,True,True,True
EPIC 205205452.01,CANDIDATE,250.7570798,-18.8713241,28.8077,2456895.5605,,,89.0,,,52.416000000000004,8530.0,,2.08,,,0.215,,,,,,15.757,K2,True,True,True
EPIC 205224877.01,CANDIDATE,245.2698986,-18.7691674,3.75927,2456894.632,,,89.0,,,38.592,3610.0,,68.0,,,10.7,,,,,,16.03,K2,True,True,True
EPIC 205242733.01,CANDIDATE,246.879865,-18.6752663,2.41628,2456896.715,,,89.0,,,59.903999999999996,704.0,,2.68,,,1.01,,,,,,13.493,K2,True,True,True
EPIC 205242733.01,CANDIDATE,246.879865,-18.6752663,2.4165066,2456896.717,,,89.0,0.39,,57.599999999999994,560.0,,0.988,,,0.38,,,3483.0,,,13.493,K2,True,True,True
EPIC 205252523.01,CANDIDATE,247.0434622,-18.6239525,4.4984354,2456897.605,,,89.0,0.65,,40.32,1850.0,,3.12,,,0.66,,,4309.0,,,14.793,K2,True,True,True
EPIC 205377483.01,CANDIDATE,242.3165723,-17.9436003,0.3938505,2456894.38661,,,89.0,,,31.507199999999997,488.00000000000006,,13.7,,,2.16,,,,,,12.624,K2,True,True,True
EPIC 205463986.01,CANDIDATE,241.5275444,-17.417342,2.3240489,2456895.914,,,89.0,0.79,,96.96000000000001,154000.0,,33.4,,,0.78,,,5107.0,,,10.919,K2,True,True,True
EPIC 205470347.01,CANDIDATE,242.9236052,-17.3760132,1.86732,2456895.4386,,,89.0,,,39.744,79.39999999999999,,0.648,,,0.693,,,,,,11.33,K2,True,True,True
EPIC 205483055.01,CANDIDATE,249.4014625,-17.2921568,22.9735,2456896.8155,,,89.0,,,81.216,541.0,,2.61,,,1.067,,,,,,12.933,K2,True,True,True
EPIC 205483258.01,FALSE POSITIVE,245.8522044,-17.2909833,5.6683,2456890.42292,,,89.0,,0.04840780283558307,,64900.0,,,,,0.956267,0.471,,3521.0,4.14993,,13.724,K2,True,True,True
EPIC 205489894.01,CANDIDATE,247.4748134,-17.2472927,14.658196,2456907.075,,,89.0,0.55,,38.160000000000004,1060.0,,1.6,,,0.45,,,3610.0,,,12.337,K2,True,True,True
EPIC 205489894.01,CANDIDATE,247.4748134,-17.2472927,14.65835,2456907.0762,,,89.0,,,37.152,1029.0,,1.12,,,0.339,,,,,,12.337,K2,True,True,True
EPIC 205503762.01,CANDIDATE,243.351091,-17.1551958,6.4349,2456899.8097,,,89.0,,,104.256,263.0,,2.47,,,1.493,,,,,,12.489,K2,True,True,True
EPIC 205530323.01,CANDIDATE,248.2326858,-16.9754206,4.27065,2456894.586,,,89.0,,,33.408,2200.0,,7.6,,,1.5,,,,,,14.401,K2,True,True,True
EPIC 205530323.02,CANDIDATE,248.2326858,-16.9754206,7.64309,2456900.5155,,,89.0,,,31.104,2360.0,,8.0,,,1.5,,,,,,14.401,K2,True,True,True
EPIC 205570849.01,CANDIDATE,244.8635344,-16.6892105,16.858,2456894.6723,,,89.0,,0.12571865759911408,49.4208,,,5.6,,,1.07,0.9327549347754585,,5957.0,4.351,,12.122,K2,True,True,True
EPIC 205618538.01,CANDIDATE,244.8335028,-16.3371967,2.167697,2456894.51767,,,89.0,,,116.98559999999999,2228.0,,12.14,,,2.489,,,,,,12.397,K2,True,True,True
EPIC 205632508.01,CANDIDATE,249.1140807,-16.2289316,19.2299,2456912.233,,,89.0,,,61.632000000000005,922.0,,1.96,,,0.612,,,,,,13.337,K2,True,True,True
EPIC 205652650.01,CANDIDATE,245.0549931,-16.0690381,5.07152,2456898.142,,,89.0,,,48.96,2160.0,,3.2,,,0.426,,,,,,14.668,K2,True,True,True
EPIC 205703094.01,CANDIDATE,247.3388942,-15.6467547,8.1191,2456895.8169,,,89.0,,0.08142028307268412,69.696,,,57.0,,,1.2,1.0923517080420242,,6040.0,4.32,,12.514,K2,True,True,True
EPIC 205703094.02,CANDIDATE,247.3388942,-15.6467547,16.235,2456899.889,,,89.0,,0.12922966234880262,141.696,,,11.0,,,1.2,1.0923517080420242,,6040.0,4.32,,12.514,K2,True,True,True
EPIC 205703094.03,FALSE POSITIVE,247.3388942,-15.6467547,24.9922,2456908.031,,,89.0,,0.17229142885586102,124.992,,,36.0,,,1.2,1.0923517080420242,,6040.0,4.32,,12.514,K2,True,True,True
EPIC 205938820.01,CANDIDATE,337.9897117,-16.7453086,4.20773,2456979.2539,,,89.0,,,53.568000000000005,277.0,,1.47,,,0.834,,,,,,12.701,K2,True,True,True
EPIC 205939498.01,CANDIDATE,339.584902,-16.7220361,1.1761477,2456977.4424,,,89.0,,,31.334400000000002,1360.0,,19.3,,,2.38,,,,,,11.137,K2,True,True,True
EPIC 205943325.01,CANDIDATE,333.4797735,-16.5931905,27.270191,2456984.276786,,,89.0,0.375,0.19226579660561566,175.2,,,2.5,,,1.612,1.275,,6171.0,4.129,-0.077,11.277,K2,True,True,True
EPIC 205944181.01,CANDIDATE,333.9249669,-16.5636911,2.475527,2456981.8167,,,89.0,,0.036106789333499596,11.980799999999999,,,42.0,,,1.06,1.0247353791003002,,5962.0,4.4,,12.41,K2,True,True,True
EPIC 205944181.01,CANDIDATE,333.9249669,-16.5636911,2.475641,2456981.81517,,,82.18825,,0.03273011746536601,,,,5.02277659,,,0.824753,0.7632166002914466,,5257.0,4.49,0.03,12.41,K2,True,True,True
EPIC 205944181.01,CANDIDATE,333.9249669,-16.5636911,2.4756313,2456981.815,,,89.0,0.74,,18.96,798.0,,2.48,,,0.81,,,5239.0,,,12.41,K2,True,True,True
EPIC 205944181.01,CANDIDATE,333.9249669,-16.5636911,2.475573,2456979.34116,,,89.0,,,21.139200000000002,898.0,,2.98,,,0.888,,,,,,12.41,K2,True,True,True
EPIC 205947161.01,CANDIDATE,340.959712,-16.4624626,17.7256773,2459470.788849,,,89.0,,0.13765758480315687,39.096000000000004,2859.9999999999995,,15.4613,39.274,697.0,1.63,1.107580264942332,,6010.0,4.06,,11.16,K2,True,True,True
EPIC 205947161.01,CANDIDATE,340.959712,-16.4624626,17.7259,2456989.19345,,,89.0,,,42.048,3338.0,,23.4,,,1.752,,,,,,11.16,K2,True,True,True
EPIC 205947161.01,CANDIDATE,340.959712,-16.4624626,17.725837,2456989.194,,,89.0,0.93,,38.88,2990.0,,6.63,,,1.11,,,5971.0,,,11.16,K2,True,True,True
EPIC 205947161.01,CANDIDATE,340.959712,-16.4624626,17.72507,2456989.1963,,,89.0,,0.12899303176103694,37.514880000000005,,,45.0,,,1.33,0.9113879494006686,,6189.0,4.152,,11.16,K2,True,True,True
EPIC 205947214.01,CANDIDATE,334.6166913,-16.4609407,54.169832,2456983.71,,,89.0,0.74,,101.52000000000001,136000.0,,22.0,,,0.55,,,3836.0,,,16.121,K2,True,True,True
EPIC 205950854.02,CONFIRMED,333.1100738,-16.3418863,8.050722,2456973.7648,,,89.81,0.064,0.07524822642573589,,,,1.31,,960.6,0.83,0.877,,5502.7,,,12.105,K2,True,True,True
EPIC 205950854.02,CONFIRMED,333.1100738,-16.3418863,8.0516,2456981.8136,,,89.0,,,89.28,303.0,,1.62,,,0.904,,,,,,12.105,K2,True,True,True
EPIC 205950854.02,CONFIRMED,333.1100738,-16.3418863,8.0468,2457013.9808,,,89.0,0.31,0.07607192696713487,,,,1.18,,,,0.907,,,,,12.105,K2,True,True,True
EPIC 205951125.01,CANDIDATE,340.6082059,-16.3332979,6.79143,2456979.7964,,,89.0,,,59.903999999999996,738.9999999999999,,1.72,,,0.609,,,,,,13.671,K2,True,True,True
EPIC 205957328.01,CANDIDATE,339.9024279,-16.1298606,14.353438,2456981.58551,,,88.99454,,0.11435457465322488,,,,2.159584,,,0.82797,0.9683429663987121,,5317.0,4.59,0.04,12.464,K2,True,True,True
EPIC 205957328.01,CANDIDATE,339.9024279,-16.1298606,14.353347,2456981.588,,,89.0,0.55,,78.0,648.0,,2.19,,,0.79,,,5162.0,,,12.464,K2,True,True,True
