kepoi_name,koi_disposition,ra,dec,koi_period,koi_time0bk,koi_eccen,koi_longp,koi_incl,koi_impact,koi_sma,koi_duration,koi_depth,koi_ingress,koi_prad,koi_insol,koi_teq,koi_srad,koi_smass,koi_sage,koi_steff,koi_slogg,koi_smet,koi_kepmag,data_source,koi_smass_calculated,koi_sma_calculated,koi_incl_calculated
EPIC 205957328.01,CANDIDATE,339.9024279,-16.1298606,14.3533,2456981.5858,,,89.0,,,78.336,625.0,,2.18,,,0.855,,,,,,12.464,K2,True,True,True
EPIC 205962305.01,CANDIDATE,340.049047,-15.97035,1.88282,2456977.8386,,,89.0,,,96.19200000000001,5950.0,,2.6,,,0.257,,,,,,16.531,K2,True,True,True
EPIC 205969319.01,CANDIDATE,336.34701,-15.7509357,6.4756,2456978.2161,,,89.0,,,83.52,174.0,,1.85,,,1.339,,,,,,12.738,K2,True,True,True
EPIC 205976958.01,CANDIDATE,339.3096463,-15.5141494,2.31803,2456978.3875,,,89.0,,,41.472,1429.9999999999998,,2.34,,,0.589,,,,,,15.557,K2,True,True,True
EPIC 205976958.01,CANDIDATE,339.3096463,-15.5141494,2.3181466,2456980.703,,,89.0,0.49,,45.36,1570.0,,2.9,,,0.67,,,4343.0,,,15.557,K2,True,True,True
EPIC 205979483.01,FALSE POSITIVE,340.076275,-15.4364075,12.4292,2456978.1578,,,90.0,,0.0974,,,,1.1126,53.836,,0.814,0.945,,5414.0,4.595,-0.028,12.767,K2,True,True,True
EPIC 205981465.01,CANDIDATE,340.4138902,-15.376098,6.37733,2456978.0934,,,89.0,,,38.016000000000005,769.0,,0.76,,,0.262,,,,,,16.579,K2,True,True,True
EPIC 205990339.01,FALSE POSITIVE,330.9718285,-15.1061088,19.44212,2456992.1373,,,89.0,,0.10080474129499438,54.696960000000004,,,22.0,,,0.35,0.36152313026663196,,3864.0,4.91,,16.768,K2,True,True,True
EPIC 205990339.01,FALSE POSITIVE,330.9718285,-15.1061088,19.441899,2456992.136,,,89.0,0.75,,55.92,118000.0,,4.15,,,0.11,,,2601.0,,,16.768,K2,True,True,True
EPIC 205996447.01,CANDIDATE,339.7266671,-14.9256728,0.80032756,2456980.092,,,89.0,0.77,,48.0,104000.0,,21.3,,,0.61,,,4028.0,,,15.262,K2,True,True,True
EPIC 205998649.01,CANDIDATE,332.4628855,-14.8632288,8.3958,2456985.279,,,89.0,,,160.704,340.0,,3.95,,,1.996,,,,,,13.256,K2,True,True,True
EPIC 205999468.01,CANDIDATE,335.4068605,-14.8395785,12.25823207,2456984.105403,,,89.0,,0.09813239461498424,26.808,760.0,,,,,0.758844,0.839,,5038.0,4.60153,,12.932,K2,True,True,True
EPIC 205999468.01,CANDIDATE,335.4068605,-14.8395785,12.2631,2456984.0932,,,89.0,,0.09448280988097027,30.700799999999997,,,1.87,,,0.717,0.748235503277301,,5106.0,4.603,,12.932,K2,True,True,True
EPIC 205999468.01,CANDIDATE,335.4068605,-14.8395785,12.26422,2456984.0926,,,89.0,,,40.32,726.0,,2.22,,,0.7596,,,,,,12.932,K2,True,True,True
EPIC 205999468.01,CANDIDATE,335.4068605,-14.8395785,12.263354,2456984.094,,,89.0,0.73,,35.04,680.9999999999999,,2.16,,,0.76,,,4980.0,,,12.932,K2,True,True,True
EPIC 206011849.01,CANDIDATE,332.5354772,-14.4845211,10.3631,2456982.1617,,,89.0,,,62.208,620.0,,1.64,,,0.613,,,,,,14.439,K2,True,True,True
EPIC 206024342.03,CONFIRMED,331.2771441,-14.1218019,4.50717,2456979.6895,,,89.0,,,52.416000000000004,267.0,,1.44,,,0.823,,,,,,13.046,K2,True,True,True
EPIC 206024342.03,CONFIRMED,331.2771441,-14.1218019,4.50756,2456899.1324,,,89.0,0.7,0.05208949973919643,,,,1.7,,,,0.928,,,,,13.046,K2,True,True,True
EPIC 206024342.02,CONFIRMED,331.2771441,-14.1218019,0.911724,2457016.52991,,,91.7,,0.02053259772397227,,,,1.4,,,1.1,1.3892658820112271,,5724.0,4.5,-0.22,13.046,K2,True,True,True
EPIC 206024342.02,CONFIRMED,331.2771441,-14.1218019,0.9116567,2456980.07,,,89.0,0.96,,40.56,174.0,,1.35,,,0.94,,,5648.0,,,13.046,K2,True,True,True
EPIC 206024342.02,CONFIRMED,331.2771441,-14.1218019,0.911618,2456977.338,,,89.0,,,33.983999999999995,179.0,,1.16,,,0.823,,,,,,13.046,K2,True,True,True
EPIC 206024342.01,CONFIRMED,331.2771441,-14.1218019,14.641541,2456985.482,,,89.0,0.94,,112.08,825.0,,2.94,,,0.94,,,5648.0,,,13.046,K2,True,True,True
EPIC 206024342.01,CONFIRMED,331.2771441,-14.1218019,14.637,2456985.4898,,,89.0,,0.12763469302446404,89.0496,,,4.0,,,1.5,1.2947398590086023,,6438.0,4.2,,13.046,K2,True,True,True
EPIC 206024342.01,CONFIRMED,331.2771441,-14.1218019,14.6435,2456985.483,,,89.0,,,96.19200000000001,872.0,,2.52,,,0.823,,,,,,13.046,K2,True,True,True
EPIC 206024342.01,CONFIRMED,331.2771441,-14.1218019,14.647531,2456985.47506,,,90.0,,0.13073080163119824,,,,2.6,,,1.1,1.3892658820112271,,5724.0,4.5,-0.22,13.046,K2,True,True,True
EPIC 206028176.01,CANDIDATE,330.3003228,-14.0145545,9.38053,2456978.7481,,,89.0,,,123.84,385.0,,2.89,,,1.412,,,,,,12.244,K2,True,True,True
EPIC 206028176.01,CANDIDATE,330.3003228,-14.0145545,9.3826,2456988.1246,,,89.0,,0.09135690451194699,113.0688,,,2.39,,,1.38,1.155468666068348,,6377.0,4.223,,12.244,K2,True,True,True
EPIC 206028176.01,CANDIDATE,330.3003228,-14.0145545,9.3813402,2456988.13,,,89.0,0.24,,117.12,358.0,,2.86,,,1.39,,,6305.0,,,12.244,K2,True,True,True
EPIC 206029242.01,CANDIDATE,330.6410805,-13.9855272,5.6505,2456980.358,,,89.0,,,63.36,164.0,,1.33,,,1.012,,,,,,11.896,K2,True,True,True
EPIC 206029450.01,CANDIDATE,335.882977,-13.9795329,4.2304959,2456980.943,,,89.0,0.13,,49.92,1230.0,,2.56,,,0.67,,,4335.0,,,15.504,K2,True,True,True
EPIC 206029450.01,CANDIDATE,335.882977,-13.9795329,4.23119,2456980.9403,,,89.0,,,51.84,1580.0,,2.17,,,0.516,,,,,,15.504,K2,True,True,True
EPIC 206031623.01,CANDIDATE,339.5953205,-13.9195267,9.9487,2456986.3592,,,89.0,,,87.552,152.5,,1.48,,,1.136,,,,,,11.822,K2,True,True,True
EPIC 206032309.02,CONFIRMED,341.2404563,-13.9011223,2.87814,2456899.132,,,89.0,0.26,0.023941161614374203,,,,1.01,,,,0.221,,,,,15.782,K2,True,True,True
EPIC 206032309.01,CANDIDATE,341.2404563,-13.9011223,4.1107634,2456982.769,,,89.0,0.0,,31.44,2630.0,,1.01,,,0.18,,,2989.0,,,15.782,K2,True,True,True
EPIC 206036749.01,CANDIDATE,332.4761401,-13.7777952,1.131316,2456982.119,,,89.0,,0.022441149068511912,20.78208,,,4.6,,,1.32,1.178006976322987,,6292.0,4.27,,13.008,K2,True,True,True
EPIC 206036749.01,CANDIDATE,332.4761401,-13.7777952,1.131305,2456977.59433,,,89.0,,,29.664,1366.0,,3.93,,,1.122,,,,,,13.008,K2,True,True,True
EPIC 206042996.02,CONFIRMED,337.5136198,-13.6101475,5.29853,2456978.4877,,,89.0,,,75.456,1970.0,,3.32,,,0.668,,,,,,16.061,K2,True,True,True
EPIC 206042996.02,CONFIRMED,337.5136198,-13.6101475,5.29711,2456899.1227,,,89.0,0.26,0.049164164215041904,,,,1.62,,,,0.565,,,,,16.061,K2,True,True,True
EPIC 206042996.02,CONFIRMED,337.5136198,-13.6101475,5.2986,2456989.0462,,,90.5,,0.04939624582338491,,,,1.7,,,0.5,0.5727169131919425,,4114.0,4.8,0.006,16.061,K2,True,True,True
EPIC 206042996.01,CONFIRMED,337.5136198,-13.6101475,0.35490972,2456979.732,,,89.0,0.25,,25.68,553.0,,1.45,,,0.57,,,3893.0,,,16.061,K2,True,True,True
EPIC 206042996.01,CONFIRMED,337.5136198,-13.6101475,0.354884,2457007.06827,,,89.9,,0.00814662013358531,,,,1.2,,,0.5,0.5727169131919425,,4114.0,4.8,0.006,16.061,K2,True,True,True
EPIC 206047055.01,CANDIDATE,339.0346995,-13.5006049,4.1029,2456978.078,,,89.0,,,122.112,124.0,,2.28,,,1.98,,,,,,12.511,K2,True,True,True
EPIC 206049452.01,CANDIDATE,334.5266988,-13.4371919,14.454495,2456989.197,,,89.0,0.76,,53.04,843.0,,2.21,,,0.7,,,4521.0,,,13.13,K2,True,True,True
EPIC 206056433.01,CANDIDATE,335.1789328,-13.2523483,28.564994,2456998.795,,,89.0,0.6,,94.08,914.0,,2.25,,,0.68,,,4418.0,,,13.251,K2,True,True,True
EPIC 206061524.01,CANDIDATE,335.057616,-13.1147717,5.87672094142,2460808.113722,,,89.0,,0.05492733510788913,59.365084800000005,10167.398700000002,,8.02139241,55.0761,694.8,0.807445,0.6401413761367857,,4111.0,4.43205,,14.443,K2,True,True,True
EPIC 206061524.01,CANDIDATE,335.057616,-13.1147717,5.8797,2456986.3239,,,86.2,0.8,0.05502756384146567,53.568000000000005,,,,,,0.807445,0.643,,4111.0,4.43205,,14.443,K2,True,True,True
EPIC 206061524.01,CANDIDATE,335.057616,-13.1147717,5.879829,2456980.44412,,,89.0,,,60.71039999999999,9542.0,,6.97,,,0.701,,,,,,14.443,K2,True,True,True
EPIC 206061524.01,CANDIDATE,335.057616,-13.1147717,5.87913354,2456986.323358,,,89.0,,0.0550240294871795,58.248000000000005,8410.0,,,,,0.807445,0.643,,4111.0,4.43205,,14.443,K2,True,True,True
EPIC 206061524.01,CANDIDATE,335.057616,-13.1147717,5.8796123,2456980.445,,,89.0,0.54,,60.72,9220.0,,6.5,,,0.62,,,4089.0,,,14.443,K2,True,True,True
EPIC 206061524.01,CANDIDATE,335.057616,-13.1147717,5.87975,2456986.32385,,,89.0,,0.048058932995421785,58.51008,,,3.76,,,0.393,0.42833651684337176,,4056.0,4.883,,14.443,K2,True,True,True
EPIC 206065006.01,FALSE POSITIVE,335.6488834,-13.0196964,25.2768,2456994.4138,,,89.0,,0.13913086144267126,65.0304,,,25.0,,,0.52,0.5623499841928389,,4215.0,4.758,,16.473,K2,True,True,True
EPIC 206114294.01,CANDIDATE,332.3445038,-11.7342991,3.292013,2456980.04971,,,89.0,,,26.496000000000002,6580.0,,5.76,,,0.674,,,,,,15.737,K2,True,True,True
EPIC 206114294.01,CANDIDATE,332.3445038,-11.7342991,3.291897,2456983.34205,,,89.0,,0.032731713370837745,24.74496,,,3.39,,,0.395,0.4317120702253304,,3850.0,4.882,,15.737,K2,True,True,True
EPIC 206114294.01,CANDIDATE,332.3445038,-11.7342991,3.2920598,2456980.049,,,89.0,0.63,,27.36,6420.0,,4.54,,,0.52,,,3764.0,,,15.737,K2,True,True,True
EPIC 206114630.01,CANDIDATE,330.330489,-11.7244144,7.445026,2456985.38958,,,89.32857,,0.07712809393317012,,,,2.2805044,,,0.825169,1.1042967855810886,,5277.0,4.65,0.12,11.032,K2,True,True,True
EPIC 206114630.01,CANDIDATE,330.330489,-11.7244144,7.4448754,2456985.39,,,89.0,0.96,,24.72,610.0,,2.11,,,0.78,,,5132.0,,,11.032,K2,True,True,True
EPIC 206133795.01,CANDIDATE,330.7218052,-11.2150863,13.8543,2456980.7839,,,89.0,,,120.96000000000001,269.0,,3.18,,,1.848,,,,,,11.631,K2,True,True,True
EPIC 206135075.01,CANDIDATE,337.940686,-11.1820785,54.976021,2456982.868,,,89.0,0.66,,141.60000000000002,64600.0,,39.1,,,1.41,,,6333.0,,,11.888,K2,True,True,True
EPIC 206135170.01,CANDIDATE,330.2420155,-11.1796342,2.59824,2456978.8059,,,89.0,,,25.056,8700.0,,7.7,,,0.788,,,,,,16.166,K2,True,True,True
EPIC 206135267.01,CANDIDATE,333.294586,-11.177324,2.573088,2456982.62402,,,89.0,,0.03777486743961782,53.135999999999996,,,34.0,,,2.5,1.086125517968359,,5165.0,3.68,,9.225,K2,True,True,True
EPIC 206135267.01,CANDIDATE,333.294586,-11.177324,2.5730187,2456980.052,,,89.0,0.59,,64.08,52000.0,,17.2,,,0.69,,,4488.0,,,9.225,K2,True,True,True
EPIC 206135682.04,CANDIDATE,332.6357627,-11.1661157,37.827,2456995.0715,,,89.0,,,81.792,556.0,,1.42,,,0.577,,,,,,13.213,K2,True,True,True
EPIC 206151047.01,CANDIDATE,333.7150426,-10.769157,0.35840528,2456979.48,,,89.0,0.35,,15.120000000000001,286.0,,1.92,,,1.04,,,5862.0,,,13.432,K2,True,True,True
EPIC 206151047.01,CANDIDATE,333.7150426,-10.769157,0.358378,2456983.06634,,,85.4,,0.007878207507128105,,,,1.65,,,0.89,0.5079021056131059,,5928.0,4.247,-0.169,13.432,K2,True,True,True
EPIC 206151047.01,CANDIDATE,333.7150426,-10.769157,0.3584061,2456977.32944,,,89.0,,,23.616,341.0,,2.66,,,1.03,,,,,,13.432,K2,True,True,True
EPIC 206152015.01,CANDIDATE,342.3413548,-10.7433097,0.80858305,2456981.702846,,,89.0,,,52.775999999999996,10220.0,,,,,2.31125,,,6151.8,,-0.81,11.316,K2,True,True,True
EPIC 206155922.01,CANDIDATE,336.5503137,-10.6437939,4.00932,2456978.8761,,,89.0,,,45.504,227.00000000000003,,1.08,,,0.68,,,,,,12.848,K2,True,True,True
EPIC 206159027.02,CANDIDATE,334.0195539,-10.5673649,20.6714,2456994.7682,,,89.0,,,59.328,455.0,,1.47,,,0.655,,,,,,12.597,K2,True,True,True
EPIC 206169157.01,CANDIDATE,336.963888,-10.336838,,2457005.43632,,,89.0,,,134.208,2243.0,,7.72,,,1.763,,,,,,10.374,K2,True,True,True
EPIC 206169157.02,CANDIDATE,336.963888,-10.336838,,2457030.8137,,,89.0,,,256.896,1821.0000000000002,,31.1,,,1.763,,,,,,10.374,K2,True,True,True
EPIC 206169375.01,CANDIDATE,344.0163229,-10.3323149,0.367453,2457004.52447,,,85.3,,0.007826305298678482,,,,2.55,,,0.95,0.4736387328754195,,6167.0,4.16,-0.168,12.559,K2,True,True,True
EPIC 206169375.01,CANDIDATE,344.0163229,-10.3323149,0.36747226,2456979.536,,,89.0,0.59,,16.56,556.0,,3.32,,,1.29,,,6205.0,,,12.559,K2,True,True,True
EPIC 206169375.01,CANDIDATE,344.0163229,-10.3323149,0.367473,2456979.53588,,,71.61968,,0.009683453958807256,,,,3.55452348,,,1.26302,0.8970578590712491,,6060.0,4.19,-0.08,12.559,K2,True,True,True
EPIC 206169375.01,CANDIDATE,344.0163229,-10.3323149,0.3674645,2456977.3322,,,89.0,,,20.1024,631.0,,3.9,,,1.18,,,,,,12.559,K2,True,True,True
EPIC 206175552.01,CANDIDATE,339.5115221,-10.2051939,6.57986525,2456984.214802,,,89.0,,0.0700680135312725,29.400000000000002,5610.000000000001,,,,,1.68281,1.06,,5874.0,4.01131,,13.303,K2,True,True,True
EPIC 206192335.01,CANDIDATE,332.6644652,-9.889599,3.59922,2456979.9449,,,89.0,,,45.504,360.0,,1.63,,,0.809,,,,,,11.87,K2,True,True,True
EPIC 206192335.01,CANDIDATE,332.6644652,-9.889599,3.5990666,2456979.947,,,89.0,0.38,,42.72,365.0,,1.62,,,0.78,,,5107.0,,,11.87,K2,True,True,True
EPIC 206192335.01,CANDIDATE,332.6644652,-9.889599,3.59905,2456979.94708,,,87.93456,,0.04540412003510282,,,,1.58797235,,,0.826124,0.9640298430051514,,5459.0,4.59,-0.15,11.87,K2,True,True,True
EPIC 206192335.01,CANDIDATE,332.6644652,-9.889599,3.59912,2456983.5446,,,89.0,,0.04408389606467084,40.250879999999995,,,1.46,,,0.82,0.8823232121005109,,5518.0,4.558,,11.87,K2,True,True,True
EPIC 206208956.01,CANDIDATE,342.3740644,-9.6152957,5.01038,2456979.4663,,,89.0,,,20.1024,718.0,,4.28,,,1.53,,,,,,12.615,K2,True,True,True
EPIC 206215704.02,CONFIRMED,335.0949721,-9.5097112,2.25372,2457010.0005,,,89.0,0.28,0.02493090013996256,,,,0.9,,,,0.407,,,,,15.598,K2,True,True,True
EPIC 206215704.02,CONFIRMED,335.0949721,-9.5097112,2.25558,2456978.4312,,,89.0,,,23.616,2690.0,,2.0,,,0.367,,,,,,15.598,K2,True,True,True
EPIC 206215704.02,CONFIRMED,335.0949721,-9.5097112,2.255436,2457010.0072,,,89.9,,0.01901312608069835,,,,1.0,,,0.25,0.18025196894541284,,3297.0,4.9,-0.33,15.598,K2,True,True,True
EPIC 206215704.01,CANDIDATE,335.0949721,-9.5097112,0.62309386,2456979.787,,,89.0,0.48,,13.68,1260.0,,2.52,,,0.65,,,4231.0,,,15.598,K2,True,True,True
EPIC 206215704.01,CANDIDATE,335.0949721,-9.5097112,3.11594,2456977.2867,,,89.0,,,23.616,1620.0,,1.59,,,0.367,,,,,,15.598,K2,True,True,True
EPIC 206226146.01,CANDIDATE,330.8663286,-9.3454283,11.63547,2456984.1245,,,89.0,,,55.29599999999999,767.0,,2.6,,,0.892,,,,,,13.464,K2,True,True,True
EPIC 206260577.01,CANDIDATE,334.3290959,-8.8300916,1.982116,2456977.27663,,,89.0,,,38.4768,3731.0,,35.0,,,2.05,,,,,,12.766,K2,True,True,True
EPIC 206262341.01,CANDIDATE,338.0516437,-8.8033651,36.9321,2456991.557,,,89.0,,,146.4768,856.0,,2.98,,,0.955,,,,,,12.539,K2,True,True,True
EPIC 206267115.01,FALSE POSITIVE,331.5105424,-8.7318618,1.35823,2456982.3743,,,89.0,,0.02337425618301049,295.488,,,1.44,,,0.95,0.9235219255333802,,5675.0,4.45,,13.049,K2,True,True,True
EPIC 206268084.01,CANDIDATE,339.5293247,-8.7177469,8.4532,2456982.7546,,,89.0,,,83.52,595.0,,2.66,,,1.0419,,,,,,14.362,K2,True,True,True
EPIC 206298289.01,CANDIDATE,337.3577853,-8.2666588,0.4348359,2456979.772,,,89.0,0.36,,17.52,849.0,,1.59,,,0.5,,,3714.0,,,14.688,K2,True,True,True
EPIC 206298289.01,CANDIDATE,337.3577853,-8.2666588,0.434827,2456987.60012,,,84.8,,0.01040233546609996,,,,1.62,,,0.5,0.7942185176624422,,3724.0,4.942,0.017,14.688,K2,True,True,True
EPIC 206298289.01,CANDIDATE,337.3577853,-8.2666588,0.434832,2456977.16325,,,89.0,,,21.4848,762.0,,0.96,,,0.333,,,,,,14.688,K2,True,True,True
EPIC 206311743.01,CANDIDATE,335.1185265,-8.0607125,4.31444335,2456983.718059,,,89.0,,,171.168,38770.0,,,,,2.25969,,,4952.0,,,12.922,K2,True,True,True
EPIC 206312951.01,CANDIDATE,337.0856329,-8.0416566,1.5339666,2456980.161,,,89.0,0.1,,24.96,685.0,,1.47,,,0.52,,,3757.0,,,14.497,K2,True,True,True
EPIC 206312951.01,CANDIDATE,337.0856329,-8.0416566,1.53402,2456980.159,,,87.18,,0.020899193671058244,,,,1.13,,,0.520027,0.517496,,3698.0,4.71992,,14.497,K2,True,True,True
EPIC 206315178.01,CANDIDATE,337.7112373,-8.0057126,0.3176828,2456977.20771,,,89.0,,,19.6416,15930.0,,11.9,,,0.944,,,,,,16.359,K2,True,True,True
EPIC 206317286.02,CONFIRMED,337.6178427,-7.972456,1.58252,2457011.3327,,,89.0,0.57,0.02372079218604593,,,,0.96,,,,0.711,,,,,13.806,K2,True,True,True
EPIC 206317286.02,CONFIRMED,337.6178427,-7.972456,1.58316,2456978.0822,,,89.0,,,42.048,300.0,,1.22,,,0.669,,,,,,13.806,K2,True,True,True
EPIC 206317286.01,CONFIRMED,337.6178427,-7.972456,17.501662,2456995.35,,,89.0,0.62,,99.60000000000001,1110.0,,2.63,,,0.73,,,4749.0,,,13.806,K2,True,True,True
EPIC 206317286.01,CONFIRMED,337.6178427,-7.972456,17.5125,2456977.8273,,,89.0,,,94.464,948.0,,2.15,,,0.669,,,,,,13.806,K2,True,True,True
EPIC 206317286.01,CONFIRMED,337.6178427,-7.972456,17.515472,2456977.8215,,,89.0,0.268,0.12414489219724119,,,,2.094,,,0.758,0.832,,4752.0,4.596,0.019,13.806,K2,True,True,True
EPIC 206329937.01,CANDIDATE,337.6528983,-7.7723921,10.49927,2456984.0477,,,89.0,,,66.816,575.0,,1.43,,,0.599,,,,,,11.791,K2,True,True,True
EPIC 206344313.01,CANDIDATE,337.0778724,-7.5419744,5.23189,2456978.9027,,,89.0,,,54.72,2859.9999999999995,,3.62,,,0.627,,,,,,16.02,K2,True,True,True
EPIC 206358352.01,CANDIDATE,331.3563908,-7.3104388,1.13666,2456978.0229,,,89.0,,,29.951999999999998,308.0,,3.18,,,1.724,,,,,,12.961,K2,True,True,True
EPIC 206360885.01,CANDIDATE,337.8799569,-7.2689116,12.4404,2456987.351,,,89.0,,,95.616,1690.0,,2.72,,,0.586,,,,,,15.303,K2,True,True,True
EPIC 206360885.02,CANDIDATE,337.8799569,-7.2689116,1.49462,2456978.4813,,,89.0,,,44.352000000000004,779.0,,1.8,,,0.586,,,,,,15.303,K2,True,True,True
EPIC 206369173.01,CANDIDATE,337.649565,-7.1315528,2.018725,2456979.027,,,89.0,,,53.6256,434.99999999999994,,91.0,,,14.96,,,,,,11.401,K2,True,True,True
EPIC 206403979.01,CANDIDATE,332.8893763,-6.5685682,23.8039,2456982.3884,,,89.0,,0.13178503207058942,61.92,,,12.0,,,0.48,0.538868099787115,,4840.0,4.809,,18.642,K2,True,True,True
EPIC 206414361.01,CANDIDATE,332.7659026,-6.3952942,3.47722,2456977.4625,,,89.0,,,50.112,684.0,,1.53,,,0.556,,,,,,14.694,K2,True,True,True
EPIC 206417197.01,CANDIDATE,337.1335977,-6.3475875,0.442185,2456977.4157,,,89.0,,,37.44,291.0,,2.02,,,0.754,,,,,,13.352,K2,True,True,True
EPIC 206417197.01,CANDIDATE,337.1335977,-6.3475875,0.442094,2457007.48414,,,81.6,,0.010680954891024688,,,,1.16,,,0.77,0.8317282454347836,,5007.0,4.587,-0.063,13.352,K2,True,True,True
EPIC 206417197.01,CANDIDATE,337.1335977,-6.3475875,0.44214967,2456979.628,,,89.0,0.39,,25.44,257.0,,1.32,,,0.76,,,4977.0,,,13.352,K2,True,True,True
EPIC 206439513.01,CANDIDATE,337.8536542,-5.9779773,18.415126,2456992.86813,,,64.28238,,0.15907401625216086,,,,69.44309317,,,3.465887,1.5835391253566722,,6211.0,3.56,-0.25,11.437,K2,True,True,True
EPIC 206439513.01,CANDIDATE,337.8536542,-5.9779773,18.406118,2456992.866,,,89.0,0.35,,288.96,673.0,,5.2,,,1.84,,,6684.0,,,11.437,K2,True,True,True
EPIC 206461841.01,CANDIDATE,339.060796,-5.6026936,10.4404,2456982.6596,,,89.9971,,0.0828,,,,0.6739,41.745,,0.746,0.8,,4893.0,4.596,0.04,10.891,K2,True,True,True
EPIC 206468053.01,CANDIDATE,340.3502909,-5.4936767,27.837146,2456986.245285,,,89.0,0.17,0.162665601861229,177.60000000000002,,,5.149,,,0.64,0.741,,4241.0,4.696,-0.335,16.049,K2,True,True,True
EPIC 206476150.01,CANDIDATE,339.8224026,-5.3446412,12.19649,2456980.1794,,,89.0,,,46.2528,387.0,,2.23,,,1.062,,,,,,12.241,K2,True,True,True
EPIC 206500801.01,CANDIDATE,334.492397,-4.8647054,8.15306759,2456985.369335,,,89.0,,0.07793425959937378,107.44800000000001,22919.999999999996,,,,,1.71199,0.95,,5445.0,3.94879,,12.187,K2,True,True,True
EPIC 206532093.01,CANDIDATE,335.578027,-4.2062777,2.2021868,2456979.588,,,89.0,0.64,,150.48,292000.0,,56.5,,,0.96,,,5695.0,,,11.561,K2,True,True,True
EPIC 206535016.01,CANDIDATE,335.2401767,-4.1394078,20.398071,2456996.36839,,,89.55813,,0.13135585137906614,,,,2.57901435,,,0.777455,0.7266922388597143,,5199.0,4.52,-0.17,11.644,K2,True,True,True
EPIC 206535016.01,CANDIDATE,335.2401767,-4.1394078,20.3997,2456996.3695,,,89.0,,,39.571200000000005,1066.0,,2.65,,,0.778,,,,,,11.644,K2,True,True,True
EPIC 206535016.01,CANDIDATE,335.2401767,-4.1394078,20.398147,2456996.368,,,89.0,0.92,,49.67999999999999,1010.0000000000001,,2.93,,,0.85,,,5399.0,,,11.644,K2,True,True,True
EPIC 206543223.01,CANDIDATE,336.0111971,-3.9544253,17.812866,2456988.772,,,89.0,0.84,,75.84,50100.0,,22.5,,,0.92,,,5613.0,,,11.487,K2,True,True,True
EPIC 206543223.01,CANDIDATE,336.0111971,-3.9544253,17.80345864,2456988.78762,,,89.0,,0.13258643885590193,76.824,48430.0,,,,,1.16413,0.981,,5561.99,4.29773,-0.01,11.487,K2,True,True,True
EPIC 206543223.01,CANDIDATE,336.0111971,-3.9544253,17.81188,2456988.7754,,,89.0,,0.13255669163058784,74.88,,,21.6,,,0.93,0.9794130741624321,,5554.0,4.494,,11.487,K2,True,True,True
EPIC 207389002.01,CANDIDATE,102.6886888,16.8084191,2.931226,2456775.09504,,,89.0,,0.04096862624709426,113.97312,,,90.0,,,1.12,1.0676675551210604,,6097.0,4.37,,,K2,True,True,True
EPIC 207517400.01,FALSE POSITIVE,95.6307287,17.3359732,6.3878,2456776.6515,,,89.0,,0.07190858324676291,87.6096,,,65.0,,,1.25,1.2156821109996938,,6668.0,4.331,,,K2,True,True,True
EPIC 207739861.01,CANDIDATE,99.5543522,18.2271705,1.81449,2456769.3895,,,89.0,,0.028617704034118816,62.208,,,27.0,,,0.92,0.9496764197211814,,5614.0,4.49,,,K2,True,True,True
EPIC 208445756.01,CANDIDATE,95.7830373,20.9714417,22.4844,2456775.03407,,,89.0,,0.1597077332457556,160.58303999999998,,,79.0,,,1.15,1.0749683576270193,,6173.0,4.35,,,K2,True,True,True
EPIC 208833261.01,CANDIDATE,91.1082862,22.4994502,3.47323985883,2459528.34243,,,89.0,,0.05338438122948094,104.95463760000001,10338.2193,,16.65896453,2304.5286,1767.12,1.56373,1.682494047008932,,7406.97,4.27763,,,K2,True,True,True
EPIC 208833261.01,CANDIDATE,91.1082862,22.4994502,3.47451,2456773.4783,,,89.0,,0.05242071666368338,100.80000000000001,,,10.6,,,1.83,1.5918501381598593,,7143.0,4.117,,,K2,True,True,True
EPIC 209036259.01,CANDIDATE,96.9100772,23.3407488,0.369181,2456767.95639,,,89.0,,0.010185946586171307,17.7408,,,16.5,,,2.22,1.034441532245017,,6020.0,3.762,,,K2,True,True,True
EPIC 209286622.01,CANDIDATE,93.9180397,24.3666198,6.71694,2456775.2646,,,89.0,,0.06636361947879552,81.11807999999999,,,39.0,,,0.82,0.8642267501460869,,5267.0,4.549,,,K2,True,True,True
EPIC 210365511.01,CANDIDATE,60.0924866,12.6338236,3.951971,2457067.61666,,,38.93841,,0.04428268758515464,,,,8.44551389,,,0.692034,0.7417454043041573,,4672.0,4.63,-0.1,12.439,K2,True,True,True
EPIC 210371175.01,CANDIDATE,62.5178165,12.7794292,11.3256,2457063.1621,,,89.0,,,115.19999999999999,427.0,,2.18,,,1.043,,,,,,12.96,K2,True,True,True
EPIC 210384192.01,CANDIDATE,54.9158205,13.0953289,2.9237,2457063.527,,,89.0,,,35.712,1790.0,,2.57,,,0.573,,,,,,15.072,K2,True,True,True
EPIC 210389383.01,CANDIDATE,62.6037399,13.2177437,14.08549,2457069.77715,,,89.0,,0.11087588792965762,152.68608,,,21.1,,,1.32,0.9165324849591648,,5970.0,4.161,,12.752,K2,True,True,True
EPIC 210394706.01,CANDIDATE,60.7088833,13.3435999,15.0818,2457065.5478,,,89.0,,,76.608,1161.0,,1.83,,,0.514,,,,,,14.05,K2,True,True,True
